House of Representatives - 1998 Election														
First Preference Votes and TCP 														
By Candidate by Vote Type by Division														

New South Wales														

Banks (80108)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"IACONO, Stephen"	LP	19655	33.25	2158	36.03	99	24.94	1858	36.97	974	36.15	24744	33.79
	"MADDISON, Philip"	HAN	6438	10.89	652	10.88	50	12.59	557	11.08	313	11.62	8010	10.94
	"CHEN, Bin"	UNI	1953	3.3	125	2.09	21	5.29	121	2.41	30	1.11	2250	3.07
	"ARCHER, Greg"	GRN	759	1.28	174	2.9	14	3.53	94	1.87	34	1.26	1075	1.47
	"BAILEY, Alison"	DEM	2454	4.15	384	6.41	13	3.27	185	3.68	92	3.41	3128	4.27
#	"MELHAM, Daryl"	ALP	26790	45.31	2363	39.45	194	48.87	2070	41.19	1182	43.88	32599	44.52
	"GRIGG, Brian"	CDP	1072	1.81	134	2.24	6	1.51	141	2.81	69	2.56	1422	1.94
		FORMAL	59121	95.88	5990	95.82	397	94.52	5026	97.29	2694	98.46	73228	96.06
		INFORMAL	2540	4.12	261	4.18	23	5.48	140	2.71	42	1.54	3006	3.94
		TOTAL	61661	80.88	6251	8.2	420	0.55	5166	6.78	2736	3.59	76234	95.16
Two Candidate Preferred														
	"IACONO, Stephen"	LP	24892	42.1	2811	46.93	130	32.75	2347	46.7	1230	45.66	31410	42.89
#	"MELHAM, Daryl"	ALP	34229	57.9	3179	53.07	267	67.25	2679	53.3	1464	54.34	41818	57.11



Barton (83151)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
#	"McCLELLAND, Robert"	ALP	31102	50.29	2082	42.44	568	64.99	2088	47.49	1542	46.38	37382	49.61
	"TANG, Lin"	UNI	2668	4.31	164	3.34	43	4.92	224	5.09	83	2.5	3182	4.22
	"NELSON, Adam"	GRN	869	1.41	153	3.12	17	1.95	78	1.77	44	1.32	1161	1.54
	"JORDAN, James"	LP	21461	34.7	1925	39.24	188	21.51	1568	35.66	1288	38.74	26430	35.08
	"BAIRD, Neil"	HAN	4235	6.85	351	7.15	43	4.92	288	6.55	245	7.37	5162	6.85
	"CHUNG, Craig"	DEM	1508	2.44	231	4.71	15	1.72	151	3.43	123	3.7	2028	2.69
		FORMAL	61843	95.42	4906	95.97	874	93.78	4397	97.86	3325	98.9	75345	95.73
		INFORMAL	2967	4.58	206	4.03	58	6.22	96	2.14	37	1.1	3364	4.27
		TOTAL	64810	82.34	5112	6.49	932	1.18	4493	5.71	3362	4.27	78709	94.66
Two Candidate Preferred														
#	"McCLELLAND, Robert"	ALP	37324	60.35	2624	53.49	658	75.29	2579	58.65	1844	55.46	45029	59.76
	"JORDAN, James"	LP	24519	39.65	2282	46.51	216	24.71	1818	41.35	1481	44.54	30316	40.24



Bennelong (83725)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"PARKER, Jamie"	GRN	1675	2.81	336	5.39	29	5.82	188	3.96	78	1.9	2306	3.07
	"KING, Gordon"	HAN	2459	4.13	300	4.81	21	4.22	152	3.2	167	4.07	3099	4.13
#	"HOWARD, John Winston"	LP	29112	48.92	3098	49.71	190	38.15	2222	46.82	2354	57.3	36976	49.24
	"DROULERS, Julien Paul"	IND	91	0.15	18	0.29	2	0.4	7	0.15	10	0.24	128	0.17
	"LUNG, David"	IND	1160	1.95	47	0.75	10	2.01	69	1.45	33	0.8	1319	1.76
	"CARR, Tim"	NLP	80	0.13	19	0.3	3	0.6	15	0.32	6	0.15	123	0.16
	"AUSSIE-STONE, Marcus"	IND	52	0.09	10	0.16	1	0.2	5	0.11	3	0.07	71	0.09
	"SPRINGETT, Bob"	DEM	2675	4.5	363	5.82	20	4.02	244	5.14	202	4.92	3504	4.67
	"PISS THE FAMILY COURT AND LEGAL AID, Prime "													
	Minister John	ACS	127	0.21	30	0.48	1	0.2	10	0.21	15	0.37	183	0.24
	"KEMP, Sarah"	UNI	2464	4.14	123	1.97	28	5.62	196	4.13	112	2.73	2923	3.89
	"GOLLAN, William Edward"	NAN	285	0.48	21	0.34	2	0.4	19	0.4	14	0.34	341	0.45
	"DAWSON, John"	IND	125	0.21	32	0.51	2	0.4	19	0.4	8	0.19	186	0.25
	"MAHON, Wendy"	ALP	19199	32.27	1835	29.44	189	37.95	1600	33.71	1106	26.92	23929	31.87
		FORMAL	59504	93.99	6232	94.35	498	92.74	4746	96.5	4108	97.05	75088	94.33
		INFORMAL	3804	6.01	373	5.65	39	7.26	172	3.5	125	2.95	4513	5.67
		TOTAL	63308	79.53	6605	8.3	537	0.67	4918	6.18	4233	5.32	79601	95.07
Two Candidate Preferred														
#	"HOWARD, John Winston"	LP	33008	55.47	3672	58.92	228	45.78	2540	53.52	2627	63.95	42075	56.03
	"MAHON, Wendy"	ALP	26496	44.53	2560	41.08	270	54.22	2206	46.48	1481	36.05	33013	43.97



Berowra (86091)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"STEWART, Wayne"	HAN	3745	6.13	391	5.64	32	7.71	419	5.44	201	6.16	4788	6.03
	"TEUBEN, Bernard"	DEM	4107	6.72	493	7.12	23	5.54	440	5.72	192	5.89	5255	6.62
#	"RUDDOCK, Philip"	LP	33045	54.05	3764	54.32	176	42.41	4260	55.35	1935	59.32	43180	54.36
	"NANNELLI, Owen"	CDP	1355	2.22	196	2.83	8	1.93	222	2.88	112	3.43	1893	2.38
	"BURKE, Andrew"	GRN	1810	2.96	347	5.01	20	4.82	277	3.6	107	3.28	2561	3.22
	"McCARROLL, Nola"	ALP	17076	27.93	1738	25.08	156	37.59	2078	27	715	21.92	21763	27.4
		FORMAL	61138	96.8	6929	96.96	415	94.1	7696	97.49	3262	99.15	79440	96.96
		INFORMAL	2023	3.2	217	3.04	26	5.9	198	2.51	28	0.85	2492	3.04
