Senate - 2001 Election: Queensland 																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Herbert (90904)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Aitkenvale		5	0.22		0	0.00		0	0.00		5	0.22		749	33.63		24	1.08		5	0.22		3	0.13		781	35.07		1	0.04		0	0.00		0	0.00		1	0.04		57	2.56		6	0.27		0	0.00		0	0.00		63	2.83		17	0.76		3	0.13		0	0.00		20	0.90		57	2.56		10	0.45		1	0.04		6	0.27		74	3.32		38	1.71		2	0.09		2	0.09		42	1.89		3	0.13		0	0.00		0	0.00		3	0.13		189	8.49		18	0.81		0	0.00		0	0.00		1	0.04		208	9.34		837	37.58		15	0.67		2	0.09		0	0.00		2	0.09		856	38.44		12	0.54		0	0.00		0	0.00		12	0.54		146	6.56		10	0.45		4	0.18		1	0.04		161	7.23		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		2227	96.91		71	3.09		2298	2.66																																															
	Alice River		3	0.28		0	0.00		0	0.00		3	0.28		301	28.32		3	0.28		0	0.00		0	0.00		304	28.60		2	0.19		0	0.00		0	0.00		2	0.19		65	6.11		3	0.28		0	0.00		0	0.00		68	6.40		3	0.28		0	0.00		0	0.00		3	0.28		25	2.35		2	0.19		0	0.00		0	0.00		27	2.54		11	1.03		2	0.19		0	0.00		13	1.22		1	0.09		0	0.00		0	0.00		1	0.09		126	11.85		7	0.66		0	0.00		0	0.00		0	0.00		133	12.51		451	42.43		7	0.66		0	0.00		1	0.09		0	0.00		459	43.18		8	0.75		0	0.00		0	0.00		8	0.75		31	2.92		7	0.66		0	0.00		0	0.00		38	3.57		2	0.19		0	0.00		1	0.09		1	0.09		0	0.00		0	0.00		0	0.00		0	0.00		4	0.38		1063	97.70		25	2.30		1088	1.26																																															
	Annandale		2	0.06		3	0.10		0	0.00		5	0.16		687	22.28		17	0.55		0	0.00		1	0.03		705	22.86		1	0.03		1	0.03		0	0.00		2	0.06		134	4.35		8	0.26		1	0.03		0	0.00		143	4.64		18	0.58		2	0.06		0	0.00		20	0.65		68	2.20		9	0.29		1	0.03		0	0.00		78	2.53		23	0.75		2	0.06		0	0.00		25	0.81		4	0.13		0	0.00		0	0.00		4	0.13		179	5.80		18	0.58		0	0.00		0	0.00		1	0.03		198	6.42		1637	53.08		23	0.75		1	0.03		0	0.00		2	0.06		1663	53.92		15	0.49		0	0.00		0	0.00		15	0.49		201	6.52		21	0.68		0	0.00		0	0.00		222	7.20		0	0.00		0	0.00		0	0.00		3	0.10		0	0.00		1	0.03		0	0.00		0	0.00		4	0.13		3084	98.15		58	1.85		3142	3.63																																															
	Annandale East		0	0.00		1	0.06		0	0.00		1	0.06		427	24.54		5	0.29		2	0.11		0	0.00		434	24.94		0	0.00		0	0.00		0	0.00		0	0.00		79	4.54		5	0.29		0	0.00		0	0.00		84	4.83		7	0.40		2	0.11		0	0.00		9	0.52		32	1.84		4	0.23		0	0.00		0	0.00		36	2.07		14	0.80		3	0.17		0	0.00		17	0.98		2	0.11		0	0.00		0	0.00		2	0.11		85	4.89		8	0.46		0	0.00		0	0.00		0	0.00		93	5.34		921	52.93		16	0.92		5	0.29		1	0.06		1	0.06		944	54.25		14	0.80		0	0.00		0	0.00		14	0.80		93	5.34		10	0.57		0	0.00		1	0.06		104	5.98		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		2	0.11		1740	98.31		30	1.69		1770	2.05																																															
	Arcadia		3	0.66		0	0.00		0	0.00		3	0.66		115	25.39		5	1.10		1	0.22		0	0.00		121	26.71		0	0.00		0	0.00		0	0.00		0	0.00		8	1.77		1	0.22		0	0.00		0	0.00		9	1.99		0	0.00		0	0.00		0	0.00		0	0.00		35	7.73		1	0.22		0	0.00		0	0.00		36	7.95		8	1.77		1	0.22		0	0.00		9	1.99		1	0.22		0	0.00		0	0.00		1	0.22		41	9.05		8	1.77		0	0.00		0	0.00		0	0.00		49	10.82		170	37.53		0	0.00		0	0.00		0	0.00		0	0.00		170	37.53		4	0.88		0	0.00		0	0.00		4	0.88		41	9.05		8	1.77		0	0.00		0	0.00		49	10.82		0	0.00		0	0.00		0	0.00		2	0.44		0	0.00		0	0.00		0	0.00		0	0.00		2	0.44		453	96.59		16	3.41		469	0.54																																															
	Belgian Gardens		1	0.08		0	0.00		0	0.00		1	0.08		337	27.76		5	0.41		2	0.16		1	0.08		345	28.42		1	0.08		0	0.00		0	0.00		1	0.08		34	2.80		4	0.33		0	0.00		0	0.00		38	3.13		9	0.74		0	0.00		0	0.00		9	0.74		54	4.45		9	0.74		1	0.08		1	0.08		65	5.35		15	1.24		2	0.16		0	0.00		17	1.40		2	0.16		0	0.00		0	0.00		2	0.16		80	6.59		9	0.74		1	0.08		0	0.00		0	0.00		90	7.41		526	43.33		8	0.66		0	0.00		0	0.00		0	0.00		534	43.99		6	0.49		0	0.00		0	0.00		6	0.49		86	7.08		16	1.32		0	0.00		1	0.08		103	8.48		0	0.00		0	0.00		0	0.00		3	0.25		0	0.00		0	0.00		0	0.00		0	0.00		3	0.25		1214	97.98		25	2.02		1239	1.43																																															
	Brisbane City (Herbert)		1	1.52		0	0.00		0	0.00		1	1.52		17	25.76		0	0.00		0	0.00		0	0.00		17	25.76		1	1.52		0	0.00		0	0.00		1	1.52		5	7.58		1	1.52		0	0.00		0	0.00		6	9.09		0	0.00		0	0.00		0	0.00		0	0.00		3	4.55		0	0.00		0	0.00		0	0.00		3	4.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	3.03		0	0.00		0	0.00		0	0.00		0	0.00		2	3.03		28	42.42		2	3.03		1	1.52		0	0.00		0	0.00		31	46.97		0	0.00		0	0.00		0	0.00		0	0.00		2	3.03		3	4.55		0	0.00		0	0.00		5	7.58		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		66	100.00		0	0.00		66	0.08																																															
	Condon		7	0.31		2	0.09		0	0.00		9	0.40		876	38.81		13	0.58		0	0.00		1	0.04		890	39.43		1	0.04		0	0.00		0	0.00		1	0.04		72	3.19		2	0.09		0	0.00		0	0.00		74	3.28		13	0.58		1	0.04		0	0.00		14	0.62		30	1.33		3	0.13		1	0.04		0	0.00		34	1.51		41	1.82		1	0.04		0	0.00		42	1.86		1	0.04		0	0.00		0	0.00		1	0.04		207	9.17		10	0.44		0	0.00		0	0.00		0	0.00		217	9.61		806	35.71		15	0.66		0	0.00		0	0.00		0	0.00		821	36.38		33	1.46		0	0.00		1	0.04		34	1.51		107	4.74		6	0.27		1	0.04		0	0.00		114	5.05		0	0.00		0	0.00		0	0.00		5	0.22		0	0.00		0	0.00		0	0.00		1	0.04		6	0.27		2257	96.83		74	3.17		2331	2.70																																															
	Cranbrook		12	0.48		0	0.00		0	0.00		12	0.48		758	30.59		12	0.48		2	0.08		4	0.16		776	31.32		0	0.00		0	0.00		0	0.00		0	0.00		63	2.54		7	0.28		0	0.00		0	0.00		70	2.82		20	0.81		9	0.36		2	0.08		31	1.25		40	1.61		13	0.52		0	0.00		1	0.04		54	2.18		41	1.65		2	0.08		0	0.00		43	1.74		5	0.20		1	0.04		0	0.00		6	0.24		151	6.09		21	0.85		0	0.00		0	0.00		0	0.00		172	6.94		1080	43.58		21	0.85		2	0.08		1	0.04		2	0.08		1106	44.63		23	0.93		2	0.08		0	0.00		25	1.01		156	6.30		22	0.89		0	0.00		0	0.00		178	7.18		1	0.04		0	0.00		0	0.00		3	0.12		0	0.00		0	0.00		0	0.00		1	0.04		5	0.20		2478	97.41		66	2.59		2544	2.94																																													
	Cungulla		1	0.68		0	0.00		0	0.00		1	0.68		58	39.46		1	0.68		0	0.00		0	0.00		59	40.14		0	0.00		0	0.00		0	0.00		0	0.00		5	3.40		1	0.68		0	0.00		0	0.00		6	4.08		0	0.00		0	0.00		0	0.00		0	0.00		5	3.40		1	0.68		0	0.00		0	0.00		6	4.08		3	2.04		1	0.68		0	0.00		4	2.72		1	0.68		0	0.00		0	0.00		1	0.68		19	12.93		3	2.04		0	0.00		0	0.00		0	0.00		22	14.97		38	25.85		1	0.68		0	0.00		0	0.00		0	0.00		39	26.53		3	2.04		0	0.00		0	0.00		3	2.04		6	4.08		0	0.00		0	0.00		0	0.00		6	4.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		147	97.35		4	2.65		151	0.17																																													
