Senate - 2001 Election:  Queensland																																																																																																																																																																																																																																																												
First Preference Vote by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Ryan (88171)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Brisbane City (Ryan)		2	0.45		0	0.00		0	0.00		2	0.45		107	24.10		4	0.90		0	0.00		0	0.00		111	25.00		1	0.23		0	0.00		0	0.00		1	0.23		26	5.86		1	0.23		0	0.00		0	0.00		27	6.08		3	0.68		0	0.00		0	0.00		3	0.68		31	6.98		6	1.35		0	0.00		0	0.00		37	8.33		11	2.48		3	0.68		1	0.23		15	3.38		1	0.23		1	0.23		0	0.00		2	0.45		9	2.03		0	0.00		0	0.00		0	0.00		0	0.00		9	2.03		147	33.11		3	0.68		0	0.00		0	0.00		0	0.00		150	33.78		3	0.68		0	0.00		0	0.00		3	0.68		62	13.96		17	3.83		0	0.00		5	1.13		84	18.92		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		444	97.58		11	2.42		455	0.54																																															
	Brookfield		4	0.21		0	0.00		0	0.00		4	0.21		284	14.65		14	0.72		2	0.10		0	0.00		300	15.47		1	0.05		0	0.00		0	0.00		1	0.05		178	9.18		15	0.77		1	0.05		0	0.00		194	10.01		11	0.57		2	0.10		1	0.05		14	0.72		66	3.40		22	1.13		0	0.00		2	0.10		90	4.64		21	1.08		1	0.05		0	0.00		22	1.13		1	0.05		0	0.00		1	0.05		2	0.10		49	2.53		19	0.98		0	0.00		0	0.00		0	0.00		68	3.51		1049	54.10		23	1.19		6	0.31		1	0.05		2	0.10		1081	55.75		3	0.15		0	0.00		0	0.00		3	0.15		140	7.22		18	0.93		0	0.00		1	0.05		159	8.20		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1939	98.43		31	1.57		1970	2.34																																															
	Chapel Hill		3	0.14		1	0.05		0	0.00		4	0.19		427	19.93		28	1.31		5	0.23		3	0.14		463	21.62		0	0.00		0	0.00		0	0.00		0	0.00		126	5.88		27	1.26		1	0.05		0	0.00		154	7.19		10	0.47		2	0.09		0	0.00		12	0.56		80	3.73		26	1.21		1	0.05		1	0.05		108	5.04		17	0.79		5	0.23		1	0.05		23	1.07		3	0.14		0	0.00		0	0.00		3	0.14		38	1.77		22	1.03		0	0.00		0	0.00		0	0.00		60	2.80		1046	48.83		32	1.49		6	0.28		1	0.05		3	0.14		1088	50.79		5	0.23		0	0.00		0	0.00		5	0.23		184	8.59		29	1.35		1	0.05		5	0.23		219	10.22		3	0.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.14		2142	98.76		27	1.24		2169	2.57																																															
	Chapel Hill South		3	0.14		4	0.19		0	0.00		7	0.34		403	19.43		24	1.16		2	0.10		1	0.05		430	20.73		0	0.00		0	0.00		0	0.00		0	0.00		149	7.18		29	1.40		0	0.00		0	0.00		178	8.58		15	0.72		10	0.48		1	0.05		26	1.25		89	4.29		34	1.64		1	0.05		1	0.05		125	6.03		17	0.82		5	0.24		0	0.00		22	1.06		2	0.10		2	0.10		0	0.00		4	0.19		39	1.88		28	1.35		0	0.00		0	0.00		0	0.00		67	3.23		963	46.43		26	1.25		8	0.39		2	0.10		2	0.10		1001	48.26		5	0.24		0	0.00		0	0.00		5	0.24		180	8.68		22	1.06		0	0.00		4	0.19		206	9.93		1	0.05		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		3	0.14		2074	97.74		48	2.26		2122	2.52																																															
	Corinda (Ryan)		4	0.22		2	0.11		0	0.00		6	0.34		509	28.52		26	1.46		6	0.34		1	0.06		542	30.36		0	0.00		0	0.00		0	0.00		0	0.00		77	4.31		21	1.18		1	0.06		1	0.06		100	5.60		7	0.39		2	0.11		0	0.00		9	0.50		78	4.37		28	1.57		0	0.00		1	0.06		107	5.99		9	0.50		4	0.22		0	0.00		13	0.73		0	0.00		1	0.06		0	0.00		1	0.06		68	3.81		13	0.73		0	0.00		0	0.00		0	0.00		81	4.54		684	38.32		20	1.12		6	0.34		10	0.56		1	0.06		721	40.39		3	0.17		0	0.00		0	0.00		3	0.17		172	9.64		23	1.29		3	0.17		1	0.06		199	11.15		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.11		3	0.17		1785	97.92		38	2.08		1823	2.16																																															
	Corinda South		4	0.34		0	0.00		0	0.00		4	0.34		374	31.64		10	0.85		2	0.17		5	0.42		391	33.08		0	0.00		0	0.00		0	0.00		0	0.00		40	3.38		10	0.85		0	0.00		0	0.00		50	4.23		11	0.93		2	0.17		2	0.17		15	1.27		42	3.55		9	0.76		1	0.08		1	0.08		53	4.48		15	1.27		4	0.34		0	0.00		19	1.61		1	0.08		0	0.00		0	0.00		1	0.08		31	2.62		13	1.10		0	0.00		0	0.00		0	0.00		44	3.72		440	37.23		13	1.10		3	0.25		3	0.25		1	0.08		460	38.92		11	0.93		0	0.00		0	0.00		11	0.93		109	9.22		21	1.78		0	0.00		4	0.34		134	11.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1182	96.57		42	3.43		1224	1.45																																															
	Darra		11	0.65		0	0.00		0	0.00		11	0.65		963	57.19		12	0.71		6	0.36		0	0.00		981	58.25		0	0.00		0	0.00		0	0.00		0	0.00		50	2.97		3	0.18		0	0.00		0	0.00		53	3.15		9	0.53		4	0.24		0	0.00		13	0.77		30	1.78		4	0.24		0	0.00		1	0.06		35	2.08		16	0.95		9	0.53		0	0.00		25	1.48		1	0.06		0	0.00		0	0.00		1	0.06		60	3.56		9	0.53		0	0.00		0	0.00		0	0.00		69	4.10		387	22.98		4	0.24		1	0.06		0	0.00		0	0.00		392	23.28		15	0.89		0	0.00		0	0.00		15	0.89		79	4.69		7	0.42		2	0.12		0	0.00		88	5.23		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		1684	94.82		92	5.18		1776	2.11																																															
	Fig Tree Pocket		0	0.00		0	0.00		0	0.00		0	0.00		265	14.69		12	0.67		3	0.17		1	0.06		281	15.58		0	0.00		0	0.00		0	0.00		0	0.00		138	7.65		25	1.39		0	0.00		0	0.00		163	9.04		9	0.50		1	0.06		2	0.11		12	0.67		87	4.82		17	0.94		1	0.06		0	0.00		105	5.82		20	1.11		2	0.11		0	0.00		22	1.22		2	0.11		0	0.00		0	0.00		2	0.11		38	2.11		23	1.27		0	0.00		0	0.00		0	0.00		61	3.38		905	50.17		25	1.39		5	0.28		1	0.06		3	0.17		939	52.05		9	0.50		0	0.00		0	0.00		9	0.50		188	10.42		19	1.05		0	0.00		2	0.11		209	11.59		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		1804	98.31		31	1.69		1835	2.18																																															
	Indooroopilly		2	0.10		2	0.10		0	0.00		4	0.21		470	24.18		21	1.08		3	0.15		1	0.05		495	25.46		0	0.00		0	0.00		0	0.00		0	0.00		85	4.37		23	1.18		0	0.00		1	0.05		109	5.61		16	0.82		6	0.31		2	0.10		24	1.23		121	6.22		32	1.65		1	0.05		3	0.15		157	8.08		31	1.59		9	0.46		1	0.05		41	2.11		2	0.10		0	0.00		0	0.00		2	0.10		33	1.70		7	0.36		1	0.05		0	0.00		1	0.05		42	2.16		759	39.04		19	0.98		6	0.31		1	0.05		1	0.05		786	40.43		11	0.57		1	0.05		0	0.00		12	0.62		225	11.57		37	1.90		1	0.05		6	0.31		269	13.84		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.10		3	0.15		1944	97.69		46	2.31		1990	2.36																																													
	Indooroopilly East		8	0.37		2	0.09		1	0.05		11	0.50		407	18.59		29	1.32		6	0.27		2	0.09		444	20.28		1	0.05		1	0.05		0	0.00		2	0.09		168	7.67		20	0.91		0	0.00		0	0.00		188	8.59		12	0.55		4	0.18		0	0.00		16	0.73		125	5.71		33	1.51		2	0.09		2	0.09		162	7.40		18	0.82		10	0.46		0	0.00		28	1.28		1	0.05		1	0.05		0	0.00		2	0.09		29	1.32		7	0.32		0	0.00		0	0.00		0	0.00		36	1.64		999	45.64		16	0.73		10	0.46		0	0.00		1	0.05		1026	46.87		6	0.27		1	0.05		0	0.00		7	0.32		220	10.05		41	1.87		2	0.09		0	0.00		263	12.01		2	0.09		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		1	0.05		4	0.18		2189	97.94		46	2.06		2235	2.65																																													
	Indooroopilly West		4	0.16		0	0.00		0	0.00		4	0.16		493	19.14		37	1.44		6	0.23		3	0.12		539	20.92		1	0.04		1	0.04		0	0.00		2	0.08		177	6.87		35	1.36		2	0.08		0	0.00		214	8.31		20	0.78		3	0.12		1	0.04		24	0.93		131	5.09		44	1.71		1	0.04		3	0.12		179	6.95		29	1.13		8	0.31		1	0.04		38	1.48		4	0.16		1	0.04		0	0.00		5	0.19		48	1.86		10	0.39		0	0.00		0	0.00		0	0.00		58	2.25		1144	44.41		23	0.89		7	0.27		0	0.00		3	0.12		1177	45.69		11	0.43		0	0.00		0	0.00		11	0.43		267	10.36		48	1.86		2	0.08		2	0.08		319	12.38		4	0.16		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.08		6	0.23		2576	98.17		48	1.83		2624	3.11																																													
	Ironside		1	0.03		1	0.03		2	0.07		4	0.14		515	17.60		27	0.92		11	0.38		5	0.17		558	19.07		0	0.00		1	0.03		0	0.00		1	0.03		210	7.18		43	1.47		0	0.00		0	0.00		253	8.65		11	0.38		2	0.07		1	0.03		14	0.48		166	5.67		56	1.91		0	0.00		3	0.10		225	7.69		34	1.16		10	0.34		0	0.00		44	1.50		6	0.21		3	0.10		0	0.00		9	0.31		41	1.40		19	0.65		0	0.00		0	0.00		0	0.00		60	2.05		1303	44.53		34	1.16		10	0.34		2	0.07		5	0.17		1354	46.27		3	0.10		0	0.00		0	0.00		3	0.10		333	11.38		65	2.22		1	0.03		2	0.07		401	13.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2926	98.45		46	1.55		2972	3.53																																													
	Jamboree Heights		11	0.22		0	0.00		0	0.00		11	0.22		1511	30.72		28	0.57		4	0.08		2	0.04		1545	31.42		1	0.02		0	0.00		0	0.00		1	0.02		187	3.80		18	0.37		0	0.00		0	0.00		205	4.17		41	0.83		4	0.08		4	0.08		49	1.00		120	2.44		19	0.39		0	0.00		1	0.02		140	2.85		48	0.98		4	0.08		0	0.00		52	1.06		2	0.04		0	0.00		0	0.00		2	0.04		144	2.93		15	0.31		0	0.00		0	0.00		0	0.00		159	3.23		2289	46.54		30	0.61		5	0.10		1	0.02		5	0.10		2330	47.38		19	0.39		2	0.04		0	0.00		21	0.43		361	7.34		35	0.71		5	0.10		2	0.04		403	8.19		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4918	97.39		132	2.61		5050	5.99																																													
