House of Representatives - 2001 Election: Queensland														
First Preference Votes and TCP														
By Candidate by Vote Type by Division														
														
Blair (76853)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"KYSON, Phil"	GRN	1799	3.04	303	6.35	25	7.06	86	4.65	60	1.70	2273	3.26
#	"THOMPSON, Cameron P"	LP	27396	46.34	2001	41.94	98	27.68	813	43.95	1625	46.03	31933	45.87
	"McKENZIE, Neal R"	DEM	1840	3.11	260	5.45	16	4.52	79	4.27	89	2.52	2284	3.28
	"TURNER, Gary"	HAN	8757	14.81	695	14.57	74	20.90	309	16.70	632	17.90	10467	15.03
	"RYAN, Dan"	IND	730	1.23	109	2.28	9	2.54	30	1.62	43	1.22	921	1.32
	"WENDT, Wayne"	ALP	16522	27.95	1253	26.26	117	33.05	497	26.86	1008	28.56	19397	27.86
	"JOHNSTON, Selwyn"	IND	1897	3.21	132	2.77	8	2.26	29	1.57	65	1.84	2131	3.06
	"COSGROVE, Lindsay David"	CEC	175	0.30	18	0.38	7	1.98	7	0.38	8	0.23	215	0.31
		FORMAL	59116	94.36	4771	95.06	354	94.91	1850	96.56	3530	98.77	69621	94.68
		INFORMAL	3532	5.64	248	4.94	19	5.09	66	3.44	44	1.23	3909	5.32
		TOTAL	62648	85.20	5019	6.83	373	0.51	1916	2.61	3574	4.86	73530	95.68
Two Candidate Preferred														
#	"THOMPSON, Cameron P"	LP	34523	58.40	2776	58.18	170	48.02	1109	59.95	2149	60.88	40727	58.50
	"WENDT, Wayne"	ALP	24593	41.60	1995	41.82	184	51.98	741	40.05	1381	39.12	28894	41.50
	EXHAUSTED		0		0		0		0		0		0	
														
														
														
Bowman (87122)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"LAMING, Andrew"	LP	29199	43.06	1474	40.72	156	32.30	1637	47.95	1655	42.41	34121	43.06
	"MYATT, Barry Robert"	HAN	3251	4.79	238	6.57	25	5.18	179	5.24	169	4.33	3862	4.87
	"SMITH, Fay Mary"	GRN	1751	2.58	205	5.66	22	4.55	109	3.19	77	1.97	2164	2.73
	"SMITH, Chad"	DEM	3361	4.96	232	6.41	33	6.83	148	4.34	99	2.54	3873	4.89
#	"SCIACCA, Con"	ALP	30252	44.61	1471	40.64	247	51.14	1341	39.28	1902	48.74	35213	44.44
		FORMAL	67814	95.03	3620	95.34	483	93.06	3414	97.32	3902	97.57	79233	95.25
		INFORMAL	3550	4.97	177	4.66	36	6.94	94	2.68	97	2.43	3954	4.75
		TOTAL	71364	85.79	3797	4.56	519	0.62	3508	4.22	3999	4.81	83187	95.48
Two Candidate Preferred														
	"LAMING, Andrew"	LP	32888	48.50	1777	49.09	187	38.72	1824	53.43	1815	46.51	38491	48.58
#	"SCIACCA, Con"	ALP	34926	51.50	1843	50.91	296	61.28	1590	46.57	2087	53.49	40742	51.42
	EXHAUSTED		0		0		0		0		0		0	
														
														
														
Brisbane (95781)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"MONSOUR, Seb"	LP	26706	39.15	3049	39.74	224	28.83	1938	42.84	1787	39.40	33704	39.32
	"JANSEN, P R"	HAN	1400	2.05	220	2.87	16	2.06	99	2.19	143	3.15	1878	2.19
	"NIELSEN, Richard"	GRN	5301	7.77	730	9.52	94	12.10	408	9.02	169	3.73	6702	7.82
	"LAVELLE, Ashley"		702	1.03	95	1.24	7	0.90	38	0.84	22	0.49	864	1.01
	"EKERT, Sue"	NP	1474	2.16	193	2.52	15	1.93	84	1.86	97	2.14	1863	2.17
	"DEWAR, Damian"	DEM	6437	9.44	780	10.17	132	16.99	389	8.60	209	4.61	7947	9.27
#	"BEVIS, Arch"	ALP	26200	38.41	2605	33.95	289	37.19	1568	34.66	2108	46.48	32770	38.23
		FORMAL	68220	96.00	7672	96.39	777	95.45	4524	98.05	4535	98.65	85728	96.28
		INFORMAL	2839	4.00	287	3.61	37	4.55	90	1.95	62	1.35	3315	3.72
		TOTAL	71059	79.80	7959	8.94	814	0.91	4614	5.18	4597	5.16	89043	92.97
Two Candidate Preferred														
	"MONSOUR, Seb"	LP	31745	46.53	3786	49.35	293	37.71	2299	50.82	2057	45.36	40180	46.87
#	"BEVIS, Arch"	ALP	36475	53.47	3886	50.65	484	62.29	2225	49.18	2478	54.64	45548	53.13
	EXHAUSTED		0		0		0		0		0		0	
														
														
														
Capricornia (81499)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"GILLHAM, Ray"	CEC	378	0.62	54	1.11	3	0.58	16	0.60	25	0.44	476	0.64
	"CLARKE, Herb"	HAN	4370	7.16	389	8.03	33	6.43	155	5.81	417	7.33	5364	7.18
	"LEVER, John"	NP	12771	20.93	916	18.90	81	15.79	499	18.72	1622	28.51	15889	21.26
	"SCHUBACK, Peter"	IND	392	0.64	58	1.20	3	0.58	21	0.79	38	0.67	512	0.69
	"MURPHY, John Joseph"	IND	266	0.44	35	0.72	2	0.39	17	0.64	23	0.40	343	0.46
	"JOHNS, Naomi"	DEM	1051	1.72	146	3.01	11	2.14	57	2.14	69	1.21	1334	1.79
	"TAYLOR, Lea"	LP	10383	17.02	952	19.65	72	14.04	571	21.42	1181	20.76	13159	17.61
	"MUIR, Bob"	GRN	822	1.35	134	2.77	9	1.75	56	2.10	47	0.83	1068	1.43
#	"LIVERMORE, Kirsten"	ALP	30578	50.12	2162	44.61	299	58.28	1274	47.79	2267	39.85	36580	48.95
		FORMAL	61011	95.87	4846	95.53	513	92.60	2666	97.91	5689	97.95	74725	96.05
		INFORMAL	2626	4.13	227	4.47	41	7.40	57	2.09	119	2.05	3070	3.95
		TOTAL	63637	81.80	5073	6.52	554	0.71	2723	3.50	5808	7.47	77795	95.46
Two Candidate Preferred														
	"LEVER, John"	NP	25820	42.32	2089	43.11	170	33.14	1123	42.12	3031	53.28	32233	43.14
