Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Fadden (86004)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Alberton		0	0.00		1	0.21		0	0.00		1	0.21		115	24.26		0	0.00		1	0.21		0	0.00		116	24.47		0	0.00		0	0.00		0	0.00		0	0.00		58	12.24		2	0.42		0	0.00		0	0.00		60	12.66		2	0.42		1	0.21		0	0.00		3	0.63		7	1.48		0	0.00		0	0.00		0	0.00		7	1.48		4	0.84		1	0.21		0	0.00		5	1.05		1	0.21		0	0.00		0	0.00		1	0.21		66	13.92		4	0.84		0	0.00		0	0.00		0	0.00		70	14.77		183	38.61		3	0.63		0	0.00		0	0.00		0	0.00		186	39.24		6	1.27		0	0.00		0	0.00		6	1.27		17	3.59		2	0.42		0	0.00		0	0.00		19	4.01		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		474	95.37		23	4.63		497	0.61																																															
	Biggera Waters		5	0.17		1	0.03		0	0.00		6	0.21		762	26.58		19	0.66		2	0.07		1	0.03		784	27.35		0	0.00		1	0.03		0	0.00		1	0.03		119	4.15		8	0.28		0	0.00		0	0.00		127	4.43		11	0.38		3	0.10		0	0.00		14	0.49		63	2.20		7	0.24		0	0.00		1	0.03		71	2.48		31	1.08		1	0.03		1	0.03		33	1.15		1	0.03		1	0.03		0	0.00		2	0.07		340	11.86		17	0.59		0	0.00		0	0.00		0	0.00		357	12.45		1297	45.24		13	0.45		2	0.07		0	0.00		1	0.03		1313	45.80		25	0.87		1	0.03		0	0.00		26	0.91		120	4.19		9	0.31		0	0.00		1	0.03		130	4.53		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		1	0.03		0	0.00		1	0.03		3	0.10		2867	95.63		131	4.37		2998	3.67																																															
	Brisbane City (Fadden)		0	0.00		0	0.00		0	0.00		0	0.00		33	32.04		0	0.00		0	0.00		0	0.00		33	32.04		0	0.00		0	0.00		0	0.00		0	0.00		3	2.91		0	0.00		0	0.00		0	0.00		3	2.91		2	1.94		0	0.00		0	0.00		2	1.94		4	3.88		0	0.00		0	0.00		0	0.00		4	3.88		6	5.83		0	0.00		0	0.00		6	5.83		0	0.00		0	0.00		0	0.00		0	0.00		1	0.97		2	1.94		0	0.00		0	0.00		0	0.00		3	2.91		40	38.83		0	0.00		0	0.00		0	0.00		0	0.00		40	38.83		2	1.94		0	0.00		0	0.00		2	1.94		9	8.74		1	0.97		0	0.00		0	0.00		10	9.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		103	98.10		2	1.90		105	0.13																																															
	Canowindra (Fadden)		1	0.12		0	0.00		0	0.00		1	0.12		207	24.73		5	0.60		0	0.00		1	0.12		213	25.45		0	0.00		0	0.00		0	0.00		0	0.00		39	4.66		2	0.24		0	0.00		0	0.00		41	4.90		10	1.19		1	0.12		1	0.12		12	1.43		23	2.75		5	0.60		1	0.12		1	0.12		30	3.58		9	1.08		2	0.24		0	0.00		11	1.31		2	0.24		0	0.00		0	0.00		2	0.24		92	10.99		9	1.08		0	0.00		0	0.00		0	0.00		101	12.07		354	42.29		1	0.12		1	0.12		0	0.00		1	0.12		357	42.65		16	1.91		0	0.00		0	0.00		16	1.91		46	5.50		5	0.60		0	0.00		1	0.12		52	6.21		1	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		837	96.88		27	3.13		864	1.06																																															
	Capalaba School (Fadden)		0	0.00		0	0.00		0	0.00		0	0.00		143	25.27		5	0.88		1	0.18		0	0.00		149	26.33		2	0.35		0	0.00		0	0.00		2	0.35		29	5.12		4	0.71		0	0.00		0	0.00		33	5.83		7	1.24		2	0.35		0	0.00		9	1.59		18	3.18		0	0.00		0	0.00		1	0.18		19	3.36		2	0.35		0	0.00		1	0.18		3	0.53		0	0.00		0	0.00		0	0.00		0	0.00		34	6.01		5	0.88		0	0.00		0	0.00		1	0.18		40	7.07		249	43.99		6	1.06		2	0.35		0	0.00		1	0.18		258	45.58		4	0.71		1	0.18		0	0.00		5	0.88		40	7.07		5	0.88		0	0.00		1	0.18		46	8.13		1	0.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.18		2	0.35		566	97.75		13	2.25		579	0.71																																															
	Carbrook		7	0.82		0	0.00		0	0.00		7	0.82		227	26.58		6	0.70		0	0.00		1	0.12		234	27.40		0	0.00		0	0.00		0	0.00		0	0.00		38	4.45		9	1.05		0	0.00		0	0.00		47	5.50		10	1.17		7	0.82		0	0.00		17	1.99		18	2.11		2	0.23		0	0.00		0	0.00		20	2.34		8	0.94		0	0.00		0	0.00		8	0.94		0	0.00		0	0.00		0	0.00		0	0.00		90	10.54		9	1.05		1	0.12		0	0.00		0	0.00		100	11.71		362	42.39		6	0.70		0	0.00		0	0.00		1	0.12		369	43.21		6	0.70		0	0.00		0	0.00		6	0.70		37	4.33		7	0.82		0	0.00		1	0.12		45	5.27		1	0.12		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.12		854	96.83		28	3.17		882	1.08																																															
	Chatswood Hills		7	0.33		0	0.00		0	0.00		7	0.33		613	28.90		15	0.71		2	0.09		1	0.05		631	29.75		1	0.05		0	0.00		0	0.00		1	0.05		78	3.68		5	0.24		0	0.00		0	0.00		83	3.91		17	0.80		2	0.09		0	0.00		19	0.90		49	2.31		2	0.09		0	0.00		0	0.00		51	2.40		30	1.41		1	0.05		0	0.00		31	1.46		4	0.19		0	0.00		0	0.00		4	0.19		129	6.08		7	0.33		0	0.00		0	0.00		0	0.00		136	6.41		984	46.39		17	0.80		1	0.05		0	0.00		2	0.09		1004	47.34		16	0.75		3	0.14		0	0.00		19	0.90		124	5.85		9	0.42		1	0.05		0	0.00		134	6.32		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		2121	96.54		76	3.46		2197	2.69																																															
	Coochiemudlo Island		4	1.36		0	0.00		0	0.00		4	1.36		88	29.93		3	1.02		0	0.00		0	0.00		91	30.95		1	0.34		0	0.00		0	0.00		1	0.34		7	2.38		1	0.34		0	0.00		0	0.00		8	2.72		1	0.34		0	0.00		0	0.00		1	0.34		11	3.74		3	1.02		0	0.00		0	0.00		14	4.76		3	1.02		0	0.00		0	0.00		3	1.02		0	0.00		0	0.00		0	0.00		0	0.00		15	5.10		4	1.36		0	0.00		0	0.00		0	0.00		19	6.46		110	37.41		2	0.68		0	0.00		0	0.00		0	0.00		112	38.10		2	0.68		0	0.00		0	0.00		2	0.68		34	11.56		4	1.36		1	0.34		0	0.00		39	13.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		294	97.67		7	2.33		301	0.37																																															
	Coombabah		2	0.10		0	0.00		0	0.00		2	0.10		536	25.73		5	0.24		0	0.00		1	0.05		542	26.02		1	0.05		0	0.00		0	0.00		1	0.05		50	2.40		5	0.24		0	0.00		0	0.00		55	2.64		6	0.29		2	0.10		0	0.00		8	0.38		46	2.21		5	0.24		0	0.00		0	0.00		51	2.45		26	1.25		0	0.00		1	0.05		27	1.30		1	0.05		0	0.00		0	0.00		1	0.05		230	11.04		11	0.53		0	0.00		0	0.00		0	0.00		241	11.57		1042	50.02		11	0.53		1	0.05		0	0.00		0	0.00		1054	50.60		14	0.67		3	0.14		0	0.00		17	0.82		79	3.79		2	0.10		0	0.00		2	0.10		83	3.98		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		2083	96.12		84	3.88		2167	2.66																																													
	Coombabah High		5	0.40		1	0.08		0	0.00		6	0.48		435	34.72		7	0.56		1	0.08		1	0.08		444	35.43		0	0.00		0	0.00		0	0.00		0	0.00		25	2.00		0	0.00		0	0.00		0	0.00		25	2.00		8	0.64		3	0.24		0	0.00		11	0.88		24	1.92		3	0.24		0	0.00		0	0.00		27	2.15		11	0.88		0	0.00		0	0.00		11	0.88		0	0.00		0	0.00		0	0.00		0	0.00		116	9.26		5	0.40		0	0.00		0	0.00		0	0.00		121	9.66		527	42.06		1	0.08		1	0.08		0	0.00		0	0.00		529	42.22		10	0.80		0	0.00		0	0.00		10	0.80		67	5.35		2	0.16		0	0.00		0	0.00		69	5.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1253	95.58		58	4.42		1311	1.61																																													
	Coomera (Fadden)		2	0.20		0	0.00		0	0.00		2	0.20		239	23.59		3	0.30		0	0.00		1	0.10		243	23.99		0	0.00		0	0.00		0	0.00		0	0.00		40	3.95		2	0.20		0	0.00		0	0.00		42	4.15		10	0.99		1	0.10		0	0.00		11	1.09		27	2.67		3	0.30		0	0.00		0	0.00		30	2.96		15	1.48		1	0.10		0	0.00		16	1.58		0	0.00		0	0.00		0	0.00		0	0.00		129	12.73		7	0.69		1	0.10		0	0.00		0	0.00		137	13.52		462	45.61		5	0.49		0	0.00		0	0.00		0	0.00		467	46.10		12	1.18		1	0.10		0	0.00		13	1.28		49	4.84		2	0.20		0	0.00		1	0.10		52	5.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1013	97.03		31	2.97		1044	1.28																																													
	Cornubia (Fadden)		1	0.13		1	0.13		0	0.00		2	0.26		166	21.73		4	0.52		0	0.00		1	0.13		171	22.38		0	0.00		0	0.00		0	0.00		0	0.00		41	5.37		3	0.39		0	0.00		0	0.00		44	5.76		3	0.39		6	0.79		0	0.00		9	1.18		17	2.23		4	0.52		1	0.13		0	0.00		22	2.88		8	1.05		1	0.13		0	0.00		9	1.18		1	0.13		0	0.00		0	0.00		1	0.13		52	6.81		7	0.92		0	0.00		0	0.00		0	0.00		59	7.72		360	47.12		9	1.18		1	0.13		0	0.00		2	0.26		372	48.69		12	1.57		0	0.00		0	0.00		12	1.57		57	7.46		5	0.65		0	0.00		1	0.13		63	8.25		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		764	97.45		20	2.55		784	0.96																																													
	Eight Mile Plains (Fadden)		7	0.39		0	0.00		0	0.00		7	0.39		511	28.42		19	1.06		3	0.17		1	0.06		534	29.70		1	0.06		0	0.00		0	0.00		1	0.06		50	2.78		4	0.22		0	0.00		0	0.00		54	3.00		21	1.17		5	0.28		1	0.06		27	1.50		55	3.06		7	0.39		0	0.00		0	0.00		62	3.45		20	1.11		0	0.00		0	0.00		20	1.11		1	0.06		0	0.00		0	0.00		1	0.06		127	7.06		16	0.89		0	0.00		0	0.00		0	0.00		143	7.95		791	43.99		5	0.28		6	0.33		0	0.00		1	0.06		803	44.66		19	1.06		1	0.06		0	0.00		20	1.11		110	6.12		11	0.61		3	0.17		2	0.11		126	7.01		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1798	97.61		44	2.39		1842	2.26																																													
	Helensvale		5	0.19		1	0.04		0	0.00		6	0.22		675	25.17		13	0.48		2	0.07		1	0.04		691	25.76		2	0.07		0	0.00		0	0.00		2	0.07		100	3.73		5	0.19		0	0.00		0	0.00		105	3.91		21	0.78		2	0.07		1	0.04		24	0.89		59	2.20		3	0.11		1	0.04		0	0.00		63	2.35		16	0.60		0	0.00		0	0.00		16	0.60		1	0.04		0	0.00		0	0.00		1	0.04		278	10.37		9	0.34		0	0.00		0	0.00		0	0.00		287	10.70		1290	48.10		10	0.37		8	0.30		0	0.00		1	0.04		1309	48.81		20	0.75		0	0.00		0	0.00		20	0.75		150	5.59		7	0.26		0	0.00		0	0.00		157	5.85		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		2682	95.79		118	4.21		2800	3.43																																													
	Helensvale North (Fadden)		9	0.28		1	0.03		1	0.03		11	0.34		753	23.24		12	0.37		1	0.03		0	0.00		766	23.64		0	0.00		0	0.00		0	0.00		0	0.00		104	3.21		6	0.19		0	0.00		0	0.00		110	3.40		18	0.56		9	0.28		2	0.06		29	0.90		62	1.91		9	0.28		0	0.00		2	0.06		73	2.25		22	0.68		5	0.15		0	0.00		27	0.83		6	0.19		0	0.00		0	0.00		6	0.19		296	9.14		18	0.56		0	0.00		0	0.00		0	0.00		314	9.69		1735	53.55		17	0.52		1	0.03		1	0.03		2	0.06		1756	54.20		24	0.74		0	0.00		0	0.00		24	0.74		113	3.49		9	0.28		1	0.03		1	0.03		124	3.83		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3240	96.26		126	3.74		3366	4.13																																													
	Hope Island		2	0.13		0	0.00		1	0.06		3	0.19		226	14.57		3	0.19		0	0.00		1	0.06		230	14.83		2	0.13		0	0.00		0	0.00		2	0.13		71	4.58		1	0.06		0	0.00		0	0.00		72	4.64		6	0.39		2	0.13		0	0.00		8	0.52		41	2.64		6	0.39		0	0.00		0	0.00		47	3.03		9	0.58		1	0.06		0	0.00		10	0.64		2	0.13		0	0.00		0	0.00		2	0.13		138	8.90		6	0.39		0	0.00		0	0.00		0	0.00		144	9.28		958	61.77		3	0.19		0	0.00		0	0.00		0	0.00		961	61.96		11	0.71		0	0.00		0	0.00		11	0.71		55	3.55		5	0.32		0	0.00		0	0.00		60	3.87		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		1551	97.67		37	2.33		1588	1.95																																													
	Jacobs Well		1	0.22		0	0.00		0	0.00		1	0.22		120	25.86		7	1.51		0	0.00		0	0.00		127	27.37		0	0.00		0	0.00		0	0.00		0	0.00		22	4.74		0	0.00		0	0.00		0	0.00		22	4.74		0	0.00		0	0.00		0	0.00		0	0.00		6	1.29		0	0.00		0	0.00		0	0.00		6	1.29		4	0.86		0	0.00		0	0.00		4	0.86		0	0.00		0	0.00		0	0.00		0	0.00		87	18.75		8	1.72		0	0.00		0	0.00		0	0.00		95	20.47		186	40.09		4	0.86		0	0.00		0	0.00		0	0.00		190	40.95		2	0.43		0	0.00		0	0.00		2	0.43		16	3.45		1	0.22		0	0.00		0	0.00		17	3.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		464	97.68		11	2.32		475	0.58																																													
	Kimberley Park		3	0.17		0	0.00		0	0.00		3	0.17		435	25.16		15	0.87		1	0.06		2	0.12		453	26.20		0	0.00		0	0.00		0	0.00		0	0.00		101	5.84		15	0.87		1	0.06		0	0.00		117	6.77		20	1.16		7	0.40		3	0.17		30	1.74		39	2.26		8	0.46		0	0.00		0	0.00		47	2.72		18	1.04		2	0.12		0	0.00		20	1.16		2	0.12		0	0.00		0	0.00		2	0.12		83	4.80		12	0.69		0	0.00		0	0.00		0	0.00		95	5.49		801	46.33		15	0.87		2	0.12		0	0.00		1	0.06		819	47.37		12	0.69		1	0.06		0	0.00		13	0.75		117	6.77		11	0.64		0	0.00		2	0.12		130	7.52		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1729	98.02		35	1.98		1764	2.16																																													
	Lamb Island		0	0.00		0	0.00		0	0.00		0	0.00		62	34.07		4	2.20		0	0.00		0	0.00		66	36.26		1	0.55		0	0.00		0	0.00		1	0.55		3	1.65		1	0.55		0	0.00		0	0.00		4	2.20		3	1.65		0	0.00		0	0.00		3	1.65		10	5.49		2	1.10		0	0.00		0	0.00		12	6.59		4	2.20		0	0.00		0	0.00		4	2.20		0	0.00		0	0.00		0	0.00		0	0.00		22	12.09		0	0.00		0	0.00		0	0.00		0	0.00		22	12.09		53	29.12		0	0.00		0	0.00		0	0.00		0	0.00		53	29.12		2	1.10		0	0.00		0	0.00		2	1.10		14	7.69		1	0.55		0	0.00		0	0.00		15	8.24		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		182	95.29		9	4.71		191	0.23																																													
	Macleay Island		1	0.12		0	0.00		0	0.00		1	0.12		327	39.16		7	0.84		0	0.00		0	0.00		334	40.00		0	0.00		0	0.00		0	0.00		0	0.00		17	2.04		0	0.00		0	0.00		0	0.00		17	2.04		4	0.48		1	0.12		0	0.00		5	0.60		25	2.99		2	0.24		1	0.12		0	0.00		28	3.35		8	0.96		2	0.24		0	0.00		10	1.20		0	0.00		0	0.00		0	0.00		0	0.00		111	13.29		10	1.20		1	0.12		0	0.00		0	0.00		122	14.61		271	32.46		3	0.36		0	0.00		0	0.00		1	0.12		275	32.93		4	0.48		0	0.00		0	0.00		4	0.48		37	4.43		2	0.24		0	0.00		0	0.00		39	4.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		835	95.10		43	4.90		878	1.08																																													
