Senate - 2001 Election:  Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Petrie (89711)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Aspley (Petrie)		5	0.57		1	0.11		0	0.00		6	0.68		239	27.07		3	0.34		1	0.11		1	0.11		244	27.63		0	0.00		0	0.00		0	0.00		0	0.00		29	3.28		5	0.57		0	0.00		0	0.00		34	3.85		4	0.45		0	0.00		1	0.11		5	0.57		15	1.70		2	0.23		0	0.00		1	0.11		18	2.04		6	0.68		1	0.11		1	0.11		8	0.91		1	0.11		0	0.00		1	0.11		2	0.23		64	7.25		5	0.57		0	0.00		0	0.00		0	0.00		69	7.81		438	49.60		2	0.23		2	0.23		0	0.00		0	0.00		442	50.06		3	0.34		0	0.00		0	0.00		3	0.34		44	4.98		6	0.68		1	0.11		1	0.11		52	5.89		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		883	97.68		21	2.32		904	1.06																																															
	Aspley West		12	0.33		1	0.03		0	0.00		13	0.36		873	23.95		26	0.71		4	0.11		2	0.05		905	24.83		3	0.08		0	0.00		0	0.00		3	0.08		93	2.55		19	0.52		1	0.03		0	0.00		113	3.10		11	0.30		7	0.19		3	0.08		21	0.58		87	2.39		12	0.33		1	0.03		1	0.03		101	2.77		26	0.71		1	0.03		0	0.00		27	0.74		2	0.05		0	0.00		0	0.00		2	0.05		127	3.48		26	0.71		0	0.00		0	0.00		0	0.00		153	4.20		1948	53.44		29	0.80		7	0.19		0	0.00		4	0.11		1988	54.54		19	0.52		1	0.03		0	0.00		20	0.55		264	7.24		30	0.82		2	0.05		3	0.08		299	8.20		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3645	97.72		85	2.28		3730	4.36																																															
	Bald Hills		7	0.29		2	0.08		0	0.00		9	0.38		963	40.55		17	0.72		6	0.25		1	0.04		987	41.56		0	0.00		0	0.00		0	0.00		0	0.00		69	2.91		9	0.38		0	0.00		0	0.00		78	3.28		19	0.80		4	0.17		0	0.00		23	0.97		52	2.19		2	0.08		0	0.00		0	0.00		54	2.27		19	0.80		4	0.17		0	0.00		23	0.97		1	0.04		1	0.04		0	0.00		2	0.08		164	6.91		15	0.63		0	0.00		0	0.00		0	0.00		179	7.54		758	31.92		8	0.34		5	0.21		0	0.00		0	0.00		771	32.46		27	1.14		0	0.00		0	0.00		27	1.14		207	8.72		12	0.51		0	0.00		2	0.08		221	9.31		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		2375	97.02		73	2.98		2448	2.86																																															
	Bald Hills North		2	0.32		0	0.00		1	0.16		3	0.48		210	33.33		5	0.79		0	0.00		0	0.00		215	34.13		0	0.00		0	0.00		0	0.00		0	0.00		19	3.02		0	0.00		0	0.00		0	0.00		19	3.02		6	0.95		1	0.16		0	0.00		7	1.11		22	3.49		4	0.63		0	0.00		0	0.00		26	4.13		5	0.79		1	0.16		0	0.00		6	0.95		1	0.16		0	0.00		0	0.00		1	0.16		34	5.40		5	0.79		0	0.00		0	0.00		0	0.00		39	6.19		248	39.37		2	0.32		0	0.00		0	0.00		0	0.00		250	39.68		8	1.27		0	0.00		0	0.00		8	1.27		53	8.41		2	0.32		0	0.00		1	0.16		56	8.89		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		630	97.37		17	2.63		647	0.76																																															
	Ballycara		4	0.42		0	0.00		0	0.00		4	0.42		243	25.66		5	0.53		1	0.11		1	0.11		250	26.40		0	0.00		0	0.00		0	0.00		0	0.00		33	3.48		2	0.21		0	0.00		0	0.00		35	3.70		8	0.84		0	0.00		0	0.00		8	0.84		15	1.58		3	0.32		0	0.00		0	0.00		18	1.90		5	0.53		2	0.21		0	0.00		7	0.74		0	0.00		0	0.00		0	0.00		0	0.00		68	7.18		8	0.84		0	0.00		0	0.00		0	0.00		76	8.03		473	49.95		6	0.63		3	0.32		0	0.00		1	0.11		483	51.00		4	0.42		0	0.00		0	0.00		4	0.42		57	6.02		4	0.42		1	0.11		0	0.00		62	6.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		947	96.14		38	3.86		985	1.15																																															
	Bracken Ridge		4	0.18		0	0.00		0	0.00		4	0.18		878	40.15		22	1.01		1	0.05		3	0.14		904	41.34		2	0.09		0	0.00		0	0.00		2	0.09		34	1.55		4	0.18		0	0.00		0	0.00		38	1.74		15	0.69		8	0.37		0	0.00		23	1.05		33	1.51		4	0.18		0	0.00		0	0.00		37	1.69		26	1.19		3	0.14		0	0.00		29	1.33		1	0.05		0	0.00		0	0.00		1	0.05		156	7.13		13	0.59		0	0.00		0	0.00		0	0.00		169	7.73		786	35.94		9	0.41		2	0.09		0	0.00		0	0.00		797	36.44		16	0.73		0	0.00		0	0.00		16	0.73		147	6.72		15	0.69		0	0.00		3	0.14		165	7.54		2	0.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.09		2187	96.60		77	3.40		2264	2.65																																															
	Bracken Ridge East		7	0.22		1	0.03		1	0.03		9	0.29		1109	35.58		14	0.45		1	0.03		2	0.06		1126	36.12		1	0.03		1	0.03		0	0.00		2	0.06		96	3.08		6	0.19		1	0.03		0	0.00		103	3.30		19	0.61		2	0.06		0	0.00		21	0.67		66	2.12		6	0.19		1	0.03		0	0.00		73	2.34		30	0.96		4	0.13		0	0.00		34	1.09		4	0.13		1	0.03		0	0.00		5	0.16		137	4.40		28	0.90		0	0.00		0	0.00		0	0.00		165	5.29		1269	40.71		17	0.55		6	0.19		0	0.00		0	0.00		1292	41.45		17	0.55		1	0.03		0	0.00		18	0.58		249	7.99		17	0.55		0	0.00		2	0.06		268	8.60		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		1	0.03		3117	97.44		82	2.56		3199	3.74																																															
	Bracken Ridge West		11	0.41		1	0.04		0	0.00		12	0.45		991	37.34		10	0.38		3	0.11		2	0.08		1006	37.91		2	0.08		0	0.00		0	0.00		2	0.08		60	2.26		9	0.34		0	0.00		0	0.00		69	2.60		27	1.02		5	0.19		0	0.00		32	1.21		60	2.26		6	0.23		0	0.00		0	0.00		66	2.49		20	0.75		1	0.04		0	0.00		21	0.79		2	0.08		1	0.04		0	0.00		3	0.11		174	6.56		11	0.41		0	0.00		0	0.00		0	0.00		185	6.97		997	37.57		13	0.49		2	0.08		0	0.00		4	0.15		1016	38.28		33	1.24		0	0.00		0	0.00		33	1.24		202	7.61		6	0.23		0	0.00		1	0.04		209	7.87		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2654	97.61		65	2.39		2719	3.18																																															
	Bridgeman Downs		10	0.41		0	0.00		0	0.00		10	0.41		480	19.52		18	0.73		0	0.00		3	0.12		501	20.37		2	0.08		0	0.00		0	0.00		2	0.08		121	4.92		15	0.61		0	0.00		0	0.00		136	5.53		16	0.65		6	0.24		0	0.00		22	0.89		34	1.38		8	0.33		0	0.00		0	0.00		42	1.71		8	0.33		0	0.00		0	0.00		8	0.33		0	0.00		0	0.00		0	0.00		0	0.00		76	3.09		24	0.98		0	0.00		0	0.00		0	0.00		100	4.07		1450	58.97		20	0.81		2	0.08		1	0.04		5	0.20		1478	60.11		9	0.37		2	0.08		0	0.00		11	0.45		126	5.12		18	0.73		2	0.08		0	0.00		146	5.94		1	0.04		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		3	0.12		2459	96.96		77	3.04		2536	2.96																																													
	Brisbane City (Petrie)		1	0.44		0	0.00		0	0.00		1	0.44		71	31.00		3	1.31		0	0.00		0	0.00		74	32.31		0	0.00		0	0.00		0	0.00		0	0.00		8	3.49		1	0.44		0	0.00		0	0.00		9	3.93		7	3.06		0	0.00		0	0.00		7	3.06		11	4.80		1	0.44		0	0.00		0	0.00		12	5.24		4	1.75		2	0.87		0	0.00		6	2.62		0	0.00		0	0.00		0	0.00		0	0.00		1	0.44		3	1.31		0	0.00		0	0.00		0	0.00		4	1.75		90	39.30		0	0.00		0	0.00		0	0.00		0	0.00		90	39.30		3	1.31		0	0.00		0	0.00		3	1.31		21	9.17		2	0.87		0	0.00		0	0.00		23	10.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		229	100.00		0	0.00		229	0.27																																													
