House of Representatives - 2001 Election: Queensland																																	
First Preference Votes and TCP 																																	
By Candidate by Polling Place																																	
Oxley (84787)																																	
		ARMSTRONG			KUNZELMANN			MCKEON			PARER			# RIPOLL			FORMAL			INFORMAL			TOTAL										
		Thomas John			Kate			John			Kevin			Bernie												Two Candidate Preferred							
		HAN			DEM			GRN			LP			ALP												 PARER LP			# RIPOLL ALP				
	Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
	Acacia Ridge	109	8.60		43	3.39		37	2.92		388	30.62		690	54.46		1267	96.13		51	3.87		1318	1.63		477	37.65		790	62.35			
	Acacia Ridge South	201	9.27		105	4.84		57	2.63		569	26.25		1236	57.01		2168	95.38		105	4.62		2273	2.82		751	34.64		1417	65.36			
	Blackstone	91	16.55		35	6.36		18	3.27		136	24.73		270	49.09		550	97.35		15	2.65		565	0.70		215	39.09		335	60.91			
	Brisbane City (Oxley)	10	7.81		18	14.06		14	10.94		43	33.59		43	33.59		128	93.43		9	6.57		137	0.17		61	47.66		67	52.34			
	Bundamba	213	14.60		64	4.39		45	3.08		462	31.67		675	46.26		1459	94.19		90	5.81		1549	1.92		646	44.28		813	55.72			
	Bundamba School	273	13.14		131	6.31		69	3.32		528	25.42		1076	51.81		2077	95.36		101	4.64		2178	2.70		797	38.37		1280	61.63			
	Calamvale (Oxley)	38	5.78		43	6.53		15	2.28		373	56.69		189	28.72		658	95.36		32	4.64		690	0.86		422	64.13		236	35.87			
	Camira	352	11.56		236	7.75		155	5.09		989	32.49		1312	43.10		3044	93.86		199	6.14		3243	4.02		1411	46.35		1633	53.65			
	Carole Park	101	9.28		46	4.23		31	2.85		221	20.31		689	63.33		1088	96.28		42	3.72		1130	1.40		318	29.23		770	70.77
	Central School	149	13.68		59	5.42		31	2.85		396	36.36		454	41.69		1089	95.61		50	4.39		1139	1.41		546	50.14		543	49.86
	Churchill (Oxley)	229	11.65		132	6.71		41	2.09		831	42.27		733	37.28		1966	96.14		79	3.86		2045	2.53		1058	53.81		908	46.19
	Collingwood Park	160	9.47		78	4.62		50	2.96		597	35.33		805	47.63		1690	94.20		104	5.80		1794	2.22		767	45.38		923	54.62
	Dinmore	112	14.05		35	4.39		24	3.01		171	21.46		455	57.09		797	92.46		65	7.54		862	1.07		266	33.38		531	66.62
	Durack	122	6.88		86	4.85		29	1.64		335	18.91		1200	67.72		1772	93.91		115	6.09		1887	2.34		472	26.64		1300	73.36
	Eastern Heights	206	12.95		58	3.65		29	1.82		554	34.82		744	46.76		1591	95.90		68	4.10		1659	2.06		734	46.13		857	53.87
	East Ipswich School	182	13.16		91	6.58		43	3.11		365	26.39		702	50.76		1383	95.84		60	4.16		1443	1.79		555	40.13		828	59.87
	Flinders View	272	12.95		124	5.90		44	2.10		847	40.33		813	38.71		2100	94.72		117	5.28		2217	2.75		1129	53.76		971	46.24
	Forest Lake	186	5.08		295	8.06		87	2.38		1663	45.41		1431	39.08		3662	95.27		182	4.73		3844	4.76		1955	53.39		1707	46.61
	Forest Lake East	79	4.59		135	7.85		45	2.62		776	45.12		685	39.83		1720	94.71		96	5.29		1816	2.25		901	52.38		819	47.62
	Forest Place Retirement Village	17	2.92		12	2.06		8	1.37		360	61.86		185	31.79		582	97.00		18	3.00		600	0.74		379	65.12		203	34.88
	Gailes	132	12.41		35	3.29		38	3.57		202	18.98		657	61.75		1064	94.24		65	5.76		1129	1.40		314	29.51		750	70.49
	Goodna	346	10.58		179	5.47		151	4.62		731	22.35		1863	56.97		3270	92.01		284	7.99		3554	4.40		1093	33.43		2177	66.57
	Grand Ave	93	5.30		134	7.63		44	2.51		847	48.23		638	36.33		1756	95.43		84	4.57		1840	2.28		984	56.04		772	43.96
	Harrisville	46	15.70		14	4.78		9	3.07		138	47.10		86	29.35		293	95.13		15	4.87		308	0.38		185	63.14		108	36.86
	Inala	142	5.44		127	4.86		61	2.34		589	22.55		1693	64.82		2612	92.66		207	7.34		2819	3.49		753	28.83		1859	71.17
	Inala West	66	4.63		47	3.30		33	2.32		264	18.53		1015	71.23		1425	93.87		93	6.13		1518	1.88		335	23.51		1090	76.49
	Ipswich	36	10.14		15	4.23		13	3.66		111	31.27		180	50.70		355	95.43		17	4.57		372	0.46		146	41.13		209	58.87
	Ipswich Hospital	32	14.75		16	7.37		8	3.69		81	37.33		80	36.87		217	93.94		14	6.06		231	0.29		121	55.76		96	44.24
	Kruger School	511	12.76		249	6.22		153	3.82		1082	27.02		2010	50.19		4005	93.23		291	6.77		4296	5.32		1574	39.30		2431	60.70
	Newtown Ipswich	100	10.95		52	5.70		31	3.40		341	37.35		389	42.61		913	95.20		46	4.80		959	1.19		433	47.43		480	52.57
	North Booval	142	11.20		57	4.50		40	3.15		380	29.97		649	51.18		1268	95.41		61	4.59		1329	1.65		499	39.35		769	60.65
	Pallara	43	7.39		21	3.61		23	3.95		282	48.45		213	36.60		582	93.42		41	6.58		623	0.77		327	56.19		255	43.81
	Peak Crossing	113	17.20		26	3.96		9	1.37		299	45.51		210	31.96		657	96.48		24	3.52		681	0.84		381	57.99		276	42.01
	Raceview School	407	13.26		210	6.84		80	2.61		1020	33.24		1352	44.05		3069	94.31		185	5.69		3254	4.03		1432	46.66		1637	53.34
	Redbank	91	13.89		30	4.58		24	3.66		121	18.47		389	59.39		655	94.11		41	5.89		696	0.86		214	32.67		441	67.33
	Redbank Plains	336	15.98		86	4.09		77	3.66		577	27.45		1026	48.81		2102	92.27		176	7.73		2278	2.82		875	41.63		1227	58.37
	Richlands	134	12.61		39	3.67		34	3.20		272	25.59		584	54.94		1063	93.82		70	6.18		1133	1.40		385	36.22		678	63.78
	Richlands East	87	6.52		33	2.47		31	2.32		167	12.51		1017	76.18		1335	94.01		85	5.99		1420	1.76		243	18.20		1092	81.80
	Riverview	115	10.36		45	4.05		29	2.61		233	20.99		688	61.98		1110	94.31		67	5.69		1177	1.46		342	30.81		768	69.19
	Serviceton South	132	6.72		103	5.25		39	1.99		409	20.84		1280	65.21		1963	95.11		101	4.89		2064	2.56		530	27.00		1433	73.00
	Silkstone	369	12.62		174	5.95		101	3.45		894	30.57		1386	47.40		2924	94.72		163	5.28		3087	3.83		1264	43.23		1660	56.77			
	Springfield	148	8.06		129	7.03		74	4.03		634	34.53		851	46.35		1836	94.49		107	5.51		1943	2.41		825	44.93		1011	55.07			
	West Ipswich	68	13.77		29	5.87		22	4.45		140	28.34		235	47.57		494	96.30		19	3.70		513	0.64		201	40.69		293	59.31			
	Special Hospitals	23	8.71		8	3.03		4	1.52		98	37.12		131	49.62		264	97.78		6	2.22		270	0.33		123	46.59		141	53.41			
	Total Ordinary	6814	10.32		3684	5.58		2000	3.03		20516	31.07		33009	50.00		66023	94.48		3860	5.52		69883	86.60		27439	41.56		38584	58.44			
	ABSENT	602	12.68		338	7.12		277	5.84		1565	32.98		1964	41.38		4746	95.28		235	4.72		4981	6.17		2203	46.42		2543	53.58			
	POSTAL	376	12.39		101	3.33		57	1.88		880	29.00		1620	53.39		3034	97.37		82	2.63		3116	3.86		1191	39.26		1843	60.74			
	PRE_POLL	243	11.23		140	6.47		76	3.51		769	35.55		935	43.23		2163	96.61		76	3.39		2239	2.77		1010	46.69		1153	53.31			
	PROVISIONAL	50	11.14		19	4.23		23	5.12		88	19.60		269	59.91		449	94.73		25	5.27		474	0.59		145	32.29		304	67.71			
	Division Summary	8085	10.58		4282	5.60		2433	3.18		23818	31.17		37797	49.46		76415	94.70		4278	5.30		80693	95.17		31988	41.86		44427	58.14			
																																	
																																	
																																	
																																	
																																	
