Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Griffith (92367)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Balmoral		3	0.23		0	0.00		0	0.00		3	0.23		463	34.92		9	0.68		3	0.23		0	0.00		475	35.82		0	0.00		0	0.00		0	0.00		0	0.00		39	2.94		7	0.53		0	0.00		0	0.00		46	3.47		6	0.45		0	0.00		0	0.00		6	0.45		43	3.24		11	0.83		0	0.00		0	0.00		54	4.07		16	1.21		2	0.15		0	0.00		18	1.36		4	0.30		0	0.00		0	0.00		4	0.30		61	4.60		8	0.60		0	0.00		0	0.00		0	0.00		69	5.20		467	35.22		11	0.83		0	0.00		0	0.00		1	0.08		479	36.12		4	0.30		0	0.00		0	0.00		4	0.30		150	11.31		17	1.28		0	0.00		0	0.00		167	12.59		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		1326	97.29		37	2.71		1363	1.56																																															
	Belmont School		9	0.15		2	0.03		0	0.00		11	0.18		1804	29.57		34	0.56		5	0.08		3	0.05		1846	30.26		0	0.00		1	0.02		0	0.00		1	0.02		209	3.43		22	0.36		0	0.00		0	0.00		231	3.79		39	0.64		6	0.10		4	0.07		49	0.80		117	1.92		9	0.15		0	0.00		1	0.02		127	2.08		39	0.64		7	0.11		1	0.02		47	0.77		3	0.05		1	0.02		0	0.00		4	0.07		179	2.93		42	0.69		0	0.00		0	0.00		0	0.00		221	3.62		3060	50.16		47	0.77		6	0.10		0	0.00		4	0.07		3117	51.10		35	0.57		0	0.00		0	0.00		35	0.57		371	6.08		33	0.54		1	0.02		2	0.03		407	6.67		1	0.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.05		4	0.07		6100	96.84		199	3.16		6299	7.19																																															
	Brisbane City (Griffith)		4	0.89		0	0.00		0	0.00		4	0.89		153	34.23		7	1.57		0	0.00		0	0.00		160	35.79		0	0.00		0	0.00		0	0.00		0	0.00		11	2.46		1	0.22		0	0.00		0	0.00		12	2.68		4	0.89		0	0.00		0	0.00		4	0.89		30	6.71		3	0.67		0	0.00		0	0.00		33	7.38		10	2.24		2	0.45		0	0.00		12	2.68		1	0.22		0	0.00		0	0.00		1	0.22		10	2.24		3	0.67		0	0.00		0	0.00		0	0.00		13	2.91		136	30.43		4	0.89		1	0.22		1	0.22		0	0.00		142	31.77		7	1.57		0	0.00		0	0.00		7	1.57		52	11.63		3	0.67		2	0.45		2	0.45		59	13.20		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		447	96.13		18	3.87		465	0.53																																															
	Broadwater		1	0.31		0	0.00		0	0.00		1	0.31		127	39.69		0	0.00		1	0.31		0	0.00		128	40.00		0	0.00		0	0.00		0	0.00		0	0.00		21	6.56		2	0.63		0	0.00		0	0.00		23	7.19		3	0.94		0	0.00		0	0.00		3	0.94		4	1.25		3	0.94		0	0.00		0	0.00		7	2.19		2	0.63		0	0.00		0	0.00		2	0.63		0	0.00		0	0.00		0	0.00		0	0.00		16	5.00		2	0.63		0	0.00		0	0.00		0	0.00		18	5.63		104	32.50		2	0.63		0	0.00		0	0.00		0	0.00		106	33.13		3	0.94		0	0.00		0	0.00		3	0.94		23	7.19		6	1.88		0	0.00		0	0.00		29	9.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		320	98.16		6	1.84		326	0.37																																															
	Bulimba		11	0.30		1	0.03		0	0.00		12	0.32		1186	32.04		40	1.08		7	0.19		2	0.05		1235	33.36		1	0.03		0	0.00		0	0.00		1	0.03		139	3.75		23	0.62		0	0.00		0	0.00		162	4.38		6	0.16		2	0.05		0	0.00		8	0.22		150	4.05		39	1.05		1	0.03		3	0.08		193	5.21		39	1.05		4	0.11		0	0.00		43	1.16		4	0.11		2	0.05		0	0.00		6	0.16		123	3.32		22	0.59		0	0.00		0	0.00		0	0.00		145	3.92		1475	39.84		18	0.49		5	0.14		2	0.05		1	0.03		1501	40.55		11	0.30		1	0.03		0	0.00		12	0.32		344	9.29		33	0.89		3	0.08		3	0.08		383	10.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		1	0.03		3702	97.11		110	2.89		3812	4.35																																															
	Camp Hill		8	0.32		1	0.04		1	0.04		10	0.40		828	33.00		19	0.76		4	0.16		2	0.08		853	34.00		1	0.04		3	0.12		0	0.00		4	0.16		72	2.87		12	0.48		0	0.00		1	0.04		85	3.39		16	0.64		1	0.04		0	0.00		17	0.68		111	4.42		21	0.84		0	0.00		0	0.00		132	5.26		26	1.04		4	0.16		0	0.00		30	1.20		0	0.00		0	0.00		0	0.00		0	0.00		67	2.67		15	0.60		0	0.00		0	0.00		0	0.00		82	3.27		991	39.50		17	0.68		6	0.24		0	0.00		0	0.00		1014	40.41		17	0.68		4	0.16		0	0.00		21	0.84		236	9.41		23	0.92		0	0.00		2	0.08		261	10.40		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2509	96.98		78	3.02		2587	2.95																																															
	Camp Hill High		7	0.35		0	0.00		0	0.00		7	0.35		690	34.48		19	0.95		3	0.15		2	0.10		714	35.68		0	0.00		0	0.00		0	0.00		0	0.00		67	3.35		13	0.65		0	0.00		0	0.00		80	4.00		10	0.50		3	0.15		0	0.00		13	0.65		49	2.45		14	0.70		1	0.05		1	0.05		65	3.25		20	1.00		2	0.10		0	0.00		22	1.10		3	0.15		0	0.00		0	0.00		3	0.15		75	3.75		11	0.55		0	0.00		0	0.00		0	0.00		86	4.30		812	40.58		17	0.85		1	0.05		0	0.00		3	0.15		833	41.63		10	0.50		0	0.00		0	0.00		10	0.50		151	7.55		15	0.75		0	0.00		2	0.10		168	8.40		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2001	96.34		76	3.66		2077	2.37																																															
	Cannon Hill		15	0.45		3	0.09		0	0.00		18	0.54		1474	43.99		29	0.87		2	0.06		5	0.15		1510	45.06		1	0.03		0	0.00		0	0.00		1	0.03		84	2.51		10	0.30		0	0.00		1	0.03		95	2.83		20	0.60		1	0.03		1	0.03		22	0.66		106	3.16		19	0.57		0	0.00		3	0.09		128	3.82		39	1.16		4	0.12		2	0.06		45	1.34		5	0.15		0	0.00		0	0.00		5	0.15		147	4.39		23	0.69		0	0.00		0	0.00		0	0.00		170	5.07		986	29.42		24	0.72		2	0.06		0	0.00		0	0.00		1012	30.20		29	0.87		0	0.00		0	0.00		29	0.87		293	8.74		19	0.57		0	0.00		4	0.12		316	9.43		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3351	96.46		123	3.54		3474	3.96																																															
	Carina		6	0.27		2	0.09		0	0.00		8	0.37		901	41.25		14	0.64		1	0.05		3	0.14		919	42.08		0	0.00		0	0.00		0	0.00		0	0.00		69	3.16		11	0.50		1	0.05		0	0.00		81	3.71		7	0.32		1	0.05		1	0.05		9	0.41		55	2.52		14	0.64		0	0.00		0	0.00		69	3.16		21	0.96		4	0.18		1	0.05		26	1.19		1	0.05		0	0.00		0	0.00		1	0.05		110	5.04		21	0.96		0	0.00		0	0.00		0	0.00		131	6.00		694	31.78		17	0.78		2	0.09		2	0.09		0	0.00		715	32.74		9	0.41		0	0.00		0	0.00		9	0.41		195	8.93		17	0.78		0	0.00		2	0.09		214	9.80		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		2	0.09		2184	96.85		71	3.15		2255	2.57																																													
	Carina Heights		8	0.30		1	0.04		2	0.08		11	0.42		1074	40.59		16	0.60		0	0.00		1	0.04		1091	41.23		0	0.00		0	0.00		0	0.00		0	0.00		68	2.57		17	0.64		0	0.00		0	0.00		85	3.21		22	0.83		6	0.23		0	0.00		28	1.06		65	2.46		8	0.30		0	0.00		2	0.08		75	2.83		24	0.91		2	0.08		0	0.00		26	0.98		2	0.08		2	0.08		0	0.00		4	0.15		124	4.69		24	0.91		0	0.00		0	0.00		0	0.00		148	5.59		908	34.32		17	0.64		1	0.04		1	0.04		3	0.11		930	35.15		21	0.79		1	0.04		0	0.00		22	0.83		208	7.86		14	0.53		1	0.04		1	0.04		224	8.47		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		2	0.08		2646	96.71		90	3.29		2736	3.12																																													
