Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Moncrieff (89483)																																																																																																																																																																																																																																																												

		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Aquinas		2	0.53		0	0.00		0	0.00		2	0.53		82	21.69		1	0.26		0	0.00		0	0.00		83	21.96		0	0.00		0	0.00		0	0.00		0	0.00		26	6.88		3	0.79		0	0.00		0	0.00		29	7.67		5	1.32		1	0.26		0	0.00		6	1.59		20	5.29		1	0.26		0	0.00		0	0.00		21	5.56		3	0.79		2	0.53		0	0.00		5	1.32		0	0.00		0	0.00		0	0.00		0	0.00		19	5.03		2	0.53		0	0.00		0	0.00		0	0.00		21	5.56		177	46.83		3	0.79		0	0.00		0	0.00		0	0.00		180	47.62		4	1.06		0	0.00		0	0.00		4	1.06		24	6.35		2	0.53		0	0.00		1	0.26		27	7.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		378	97.42		10	2.58		388	0.46																																															
	Arundel		12	0.22		2	0.04		0	0.00		14	0.25		1226	22.26		14	0.25		1	0.02		0	0.00		1241	22.53		3	0.05		0	0.00		1	0.02		4	0.07		159	2.89		5	0.09		2	0.04		0	0.00		166	3.01		36	0.65		2	0.04		0	0.00		38	0.69		101	1.83		13	0.24		0	0.00		1	0.02		115	2.09		44	0.80		1	0.02		0	0.00		45	0.82		2	0.04		1	0.02		0	0.00		3	0.05		358	6.50		11	0.20		0	0.00		0	0.00		0	0.00		369	6.70		3103	56.35		15	0.27		1	0.02		0	0.00		2	0.04		3121	56.67		55	1.00		1	0.02		0	0.00		56	1.02		319	5.79		12	0.22		1	0.02		2	0.04		334	6.07		0	0.00		0	0.00		0	0.00		1	0.02		0	0.00		0	0.00		0	0.00		0	0.00		1	0.02		5507	96.89		177	3.11		5684	6.78																																															
	Arundel East		0	0.00		0	0.00		0	0.00		0	0.00		334	30.39		7	0.64		2	0.18		0	0.00		343	31.21		2	0.18		0	0.00		0	0.00		2	0.18		51	4.64		2	0.18		0	0.00		0	0.00		53	4.82		2	0.18		1	0.09		0	0.00		3	0.27		15	1.36		3	0.27		0	0.00		0	0.00		18	1.64		10	0.91		1	0.09		0	0.00		11	1.00		2	0.18		0	0.00		0	0.00		2	0.18		88	8.01		9	0.82		0	0.00		0	0.00		0	0.00		97	8.83		487	44.31		3	0.27		1	0.09		0	0.00		0	0.00		491	44.68		11	1.00		1	0.09		0	0.00		12	1.09		60	5.46		6	0.55		0	0.00		0	0.00		66	6.01		0	0.00		0	0.00		1	0.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		1099	95.90		47	4.10		1146	1.37																																															
	Ashmore		9	0.23		1	0.03		0	0.00		10	0.25		847	21.47		10	0.25		2	0.05		2	0.05		861	21.83		1	0.03		0	0.00		0	0.00		1	0.03		188	4.77		13	0.33		0	0.00		0	0.00		201	5.10		24	0.61		2	0.05		0	0.00		26	0.66		124	3.14		9	0.23		1	0.03		0	0.00		134	3.40		47	1.19		4	0.10		0	0.00		51	1.29		2	0.05		0	0.00		0	0.00		2	0.05		287	7.28		18	0.46		0	0.00		0	0.00		0	0.00		305	7.73		2010	50.95		20	0.51		3	0.08		0	0.00		1	0.03		2034	51.56		39	0.99		0	0.00		0	0.00		39	0.99		263	6.67		17	0.43		0	0.00		0	0.00		280	7.10		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		3945	96.62		138	3.38		4083	4.87																																															
	Ashmore West		8	0.32		3	0.12		0	0.00		11	0.44		643	25.45		8	0.32		0	0.00		0	0.00		651	25.76		0	0.00		1	0.04		0	0.00		1	0.04		113	4.47		1	0.04		0	0.00		0	0.00		114	4.51		22	0.87		5	0.20		0	0.00		27	1.07		82	3.24		6	0.24		0	0.00		0	0.00		88	3.48		39	1.54		0	0.00		0	0.00		39	1.54		4	0.16		1	0.04		0	0.00		5	0.20		201	7.95		12	0.47		0	0.00		0	0.00		0	0.00		213	8.43		1185	46.89		11	0.44		3	0.12		0	0.00		1	0.04		1200	47.49		31	1.23		0	0.00		0	0.00		31	1.23		140	5.54		4	0.16		0	0.00		2	0.08		146	5.78		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		2527	97.79		57	2.21		2584	3.08																																															
	Benowa		9	0.22		0	0.00		0	0.00		9	0.22		788	19.20		9	0.22		2	0.05		0	0.00		799	19.47		2	0.05		0	0.00		0	0.00		2	0.05		201	4.90		7	0.17		0	0.00		0	0.00		208	5.07		10	0.24		0	0.00		1	0.02		11	0.27		132	3.22		6	0.15		0	0.00		0	0.00		138	3.36		34	0.83		4	0.10		0	0.00		38	0.93		4	0.10		0	0.00		0	0.00		4	0.10		270	6.58		14	0.34		0	0.00		0	0.00		0	0.00		284	6.92		2362	57.55		18	0.44		2	0.05		0	0.00		0	0.00		2382	58.04		24	0.58		0	0.00		0	0.00		24	0.58		192	4.68		12	0.29		1	0.02		0	0.00		205	5.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4104	95.75		182	4.25		4286	5.11																																															
	Brisbane City (Moncrieff)		0	0.00		0	0.00		0	0.00		0	0.00		12	21.43		0	0.00		0	0.00		0	0.00		12	21.43		0	0.00		0	0.00		0	0.00		0	0.00		4	7.14		0	0.00		0	0.00		0	0.00		4	7.14		0	0.00		0	0.00		0	0.00		0	0.00		3	5.36		0	0.00		0	0.00		0	0.00		3	5.36		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	3.57		0	0.00		0	0.00		0	0.00		0	0.00		2	3.57		27	48.21		0	0.00		0	0.00		0	0.00		0	0.00		27	48.21		1	1.79		0	0.00		0	0.00		1	1.79		7	12.50		0	0.00		0	0.00		0	0.00		7	12.50		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		56	91.80		5	8.20		61	0.07																																															
	Broadbeach (Moncrieff)		4	0.24		1	0.06		0	0.00		5	0.30		317	19.20		6	0.36		1	0.06		0	0.00		324	19.62		1	0.06		0	0.00		0	0.00		1	0.06		61	3.69		4	0.24		0	0.00		0	0.00		65	3.94		9	0.55		4	0.24		0	0.00		13	0.79		73	4.42		4	0.24		0	0.00		1	0.06		78	4.72		37	2.24		0	0.00		0	0.00		37	2.24		0	0.00		0	0.00		0	0.00		0	0.00		97	5.88		3	0.18		0	0.00		0	0.00		0	0.00		100	6.06		902	54.63		7	0.42		2	0.12		1	0.06		0	0.00		912	55.24		8	0.48		0	0.00		0	0.00		8	0.48		99	6.00		5	0.30		2	0.12		0	0.00		106	6.42		0	0.00		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		0	0.00		0	0.00		2	0.12		1651	97.29		46	2.71		1697	2.02																																													
	Carrara		0	0.00		0	0.00		0	0.00		0	0.00		186	22.60		2	0.24		0	0.00		0	0.00		188	22.84		0	0.00		0	0.00		0	0.00		0	0.00		45	5.47		2	0.24		0	0.00		0	0.00		47	5.71		8	0.97		9	1.09		0	0.00		17	2.07		23	2.79		6	0.73		0	0.00		0	0.00		29	3.52		6	0.73		1	0.12		0	0.00		7	0.85		2	0.24		0	0.00		0	0.00		2	0.24		61	7.41		3	0.36		0	0.00		0	0.00		0	0.00		64	7.78		410	49.82		3	0.36		1	0.12		0	0.00		1	0.12		415	50.43		9	1.09		0	0.00		0	0.00		9	1.09		41	4.98		4	0.49		0	0.00		0	0.00		45	5.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		823	97.74		19	2.26		842	1.00																																													
	Chevron Island		3	0.16		1	0.05		0	0.00		4	0.22		343	18.80		2	0.11		1	0.05		3	0.16		349	19.13		3	0.16		0	0.00		0	0.00		3	0.16		81	4.44		0	0.00		0	0.00		0	0.00		81	4.44		4	0.22		2	0.11		0	0.00		6	0.33		72	3.95		3	0.16		0	0.00		1	0.05		76	4.17		22	1.21		0	0.00		0	0.00		22	1.21		4	0.22		0	0.00		0	0.00		4	0.22		101	5.54		15	0.82		0	0.00		0	0.00		0	0.00		116	6.36		1026	56.25		10	0.55		3	0.16		1	0.05		2	0.11		1042	57.13		22	1.21		0	0.00		0	0.00		22	1.21		93	5.10		4	0.22		0	0.00		1	0.05		98	5.37		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1	0.05		1824	95.90		78	4.10		1902	2.27																																													
