Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Oxley (84787)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Acacia Ridge		6	0.47		1	0.08		0	0.00		7	0.55		605	47.41		15	1.18		1	0.08		1	0.08		622	48.75		1	0.08		0	0.00		0	0.00		1	0.08		41	3.21		1	0.08		0	0.00		0	0.00		42	3.29		9	0.71		0	0.00		0	0.00		9	0.71		22	1.72		4	0.31		0	0.00		1	0.08		27	2.12		24	1.88		3	0.24		0	0.00		27	2.12		1	0.08		0	0.00		0	0.00		1	0.08		113	8.86		17	1.33		0	0.00		0	0.00		0	0.00		130	10.19		330	25.86		4	0.31		1	0.08		0	0.00		1	0.08		336	26.33		22	1.72		1	0.08		0	0.00		23	1.80		46	3.61		2	0.16		2	0.16		0	0.00		50	3.92		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		1	0.08		1276	96.89		41	3.11		1317	1.63																																															
	Acacia Ridge South		8	0.36		0	0.00		0	0.00		8	0.36		1143	51.95		10	0.45		1	0.05		4	0.18		1158	52.64		1	0.05		0	0.00		0	0.00		1	0.05		61	2.77		4	0.18		0	0.00		0	0.00		65	2.95		20	0.91		5	0.23		0	0.00		25	1.14		39	1.77		10	0.45		0	0.00		0	0.00		49	2.23		27	1.23		5	0.23		0	0.00		32	1.45		4	0.18		0	0.00		0	0.00		4	0.18		204	9.27		16	0.73		0	0.00		1	0.05		0	0.00		221	10.05		481	21.86		7	0.32		2	0.09		0	0.00		1	0.05		491	22.32		32	1.45		0	0.00		0	0.00		32	1.45		102	4.64		9	0.41		0	0.00		1	0.05		112	5.09		0	0.00		0	0.00		0	0.00		2	0.09		0	0.00		0	0.00		0	0.00		0	0.00		2	0.09		2200	96.96		69	3.04		2269	2.81																																															
	Blackstone		1	0.18		1	0.18		0	0.00		2	0.36		221	39.68		5	0.90		2	0.36		1	0.18		229	41.11		0	0.00		0	0.00		0	0.00		0	0.00		9	1.62		1	0.18		0	0.00		0	0.00		10	1.80		10	1.80		1	0.18		0	0.00		11	1.97		19	3.41		4	0.72		0	0.00		0	0.00		23	4.13		10	1.80		1	0.18		0	0.00		11	1.97		0	0.00		0	0.00		0	0.00		0	0.00		96	17.24		2	0.36		0	0.00		0	0.00		0	0.00		98	17.59		121	21.72		2	0.36		0	0.00		0	0.00		0	0.00		123	22.08		8	1.44		0	0.00		0	0.00		8	1.44		38	6.82		3	0.54		0	0.00		1	0.18		42	7.54		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		557	98.58		8	1.42		565	0.70																																															
	Brisbane City (Oxley)		0	0.00		0	0.00		0	0.00		0	0.00		42	31.34		0	0.00		0	0.00		0	0.00		42	31.34		0	0.00		0	0.00		0	0.00		0	0.00		4	2.99		1	0.75		0	0.00		0	0.00		5	3.73		5	3.73		0	0.00		3	2.24		8	5.97		7	5.22		0	0.00		0	0.00		0	0.00		7	5.22		6	4.48		0	0.00		0	0.00		6	4.48		0	0.00		0	0.00		0	0.00		0	0.00		8	5.97		0	0.00		0	0.00		0	0.00		0	0.00		8	5.97		39	29.10		1	0.75		0	0.00		0	0.00		0	0.00		40	29.85		2	1.49		0	0.00		0	0.00		2	1.49		13	9.70		1	0.75		1	0.75		1	0.75		16	11.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		134	97.81		3	2.19		137	0.17																																															
	Bundamba		6	0.40		0	0.00		0	0.00		6	0.40		564	37.85		7	0.47		1	0.07		3	0.20		575	38.59		1	0.07		0	0.00		0	0.00		1	0.07		31	2.08		4	0.27		0	0.00		0	0.00		35	2.35		10	0.67		5	0.34		2	0.13		17	1.14		39	2.62		3	0.20		0	0.00		0	0.00		42	2.82		21	1.41		3	0.20		0	0.00		24	1.61		3	0.20		0	0.00		0	0.00		3	0.20		264	17.72		34	2.28		0	0.00		0	0.00		0	0.00		298	20.00		385	25.84		12	0.81		2	0.13		0	0.00		1	0.07		400	26.85		13	0.87		0	0.00		0	0.00		13	0.87		70	4.70		4	0.27		0	0.00		2	0.13		76	5.10		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1490	96.13		60	3.87		1550	1.92																																															
	Bundamba School		9	0.43		7	0.34		0	0.00		16	0.77		886	42.56		20	0.96		2	0.10		4	0.19		912	43.80		1	0.05		0	0.00		0	0.00		1	0.05		34	1.63		3	0.14		1	0.05		0	0.00		38	1.83		20	0.96		5	0.24		1	0.05		26	1.25		41	1.97		7	0.34		2	0.10		0	0.00		50	2.40		37	1.78		3	0.14		0	0.00		40	1.92		3	0.14		0	0.00		0	0.00		3	0.14		307	14.75		24	1.15		0	0.00		0	0.00		0	0.00		331	15.90		462	22.19		14	0.67		3	0.14		0	0.00		2	0.10		481	23.10		44	2.11		0	0.00		1	0.05		45	2.16		128	6.15		11	0.53		0	0.00		0	0.00		139	6.68		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2082	95.68		94	4.32		2176	2.70																																															
	Calamvale (Oxley)		0	0.00		0	0.00		0	0.00		0	0.00		154	23.05		4	0.60		0	0.00		0	0.00		158	23.65		0	0.00		0	0.00		0	0.00		0	0.00		20	2.99		2	0.30		1	0.15		0	0.00		23	3.44		3	0.45		2	0.30		0	0.00		5	0.75		16	2.40		0	0.00		0	0.00		0	0.00		16	2.40		3	0.45		0	0.00		0	0.00		3	0.45		3	0.45		0	0.00		0	0.00		3	0.45		37	5.54		6	0.90		0	0.00		0	0.00		0	0.00		43	6.44		354	52.99		5	0.75		2	0.30		0	0.00		0	0.00		361	54.04		2	0.30		0	0.00		0	0.00		2	0.30		53	7.93		0	0.00		0	0.00		1	0.15		54	8.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		668	96.81		22	3.19		690	0.85																																															
	Camira		7	0.22		1	0.03		0	0.00		8	0.26		1140	36.49		27	0.86		2	0.06		2	0.06		1171	37.48		1	0.03		0	0.00		0	0.00		1	0.03		200	6.40		6	0.19		0	0.00		0	0.00		206	6.59		32	1.02		6	0.19		1	0.03		39	1.25		112	3.59		5	0.16		0	0.00		1	0.03		118	3.78		41	1.31		5	0.16		1	0.03		47	1.50		4	0.13		1	0.03		0	0.00		5	0.16		349	11.17		28	0.90		1	0.03		0	0.00		0	0.00		378	12.10		829	26.54		26	0.83		2	0.06		0	0.00		3	0.10		860	27.53		23	0.74		1	0.03		1	0.03		25	0.80		249	7.97		12	0.38		1	0.03		2	0.06		264	8.45		1	0.03		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		2	0.06		3124	96.36		118	3.64		3242	4.02																																															
	Carole Park		9	0.82		0	0.00		0	0.00		9	0.82		603	55.12		4	0.37		3	0.27		0	0.00		610	55.76		5	0.46		0	0.00		0	0.00		5	0.46		17	1.55		2	0.18		0	0.00		0	0.00		19	1.74		11	1.01		0	0.00		0	0.00		11	1.01		22	2.01		3	0.27		1	0.09		0	0.00		26	2.38		19	1.74		1	0.09		1	0.09		21	1.92		3	0.27		0	0.00		0	0.00		3	0.27		105	9.60		8	0.73		0	0.00		0	0.00		0	0.00		113	10.33		190	17.37		4	0.37		0	0.00		0	0.00		0	0.00		194	17.73		31	2.83		0	0.00		0	0.00		31	2.83		49	4.48		2	0.18		0	0.00		1	0.09		52	4.75		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1094	96.81		36	3.19		1130	1.40																																													
	Central School		6	0.54		0	0.00		1	0.09		7	0.63		362	32.55		11	0.99		1	0.09		1	0.09		375	33.72		0	0.00		0	0.00		0	0.00		0	0.00		38	3.42		9	0.81		0	0.00		0	0.00		47	4.23		10	0.90		3	0.27		2	0.18		15	1.35		29	2.61		3	0.27		0	0.00		1	0.09		33	2.97		12	1.08		5	0.45		0	0.00		17	1.53		0	0.00		1	0.09		0	0.00		1	0.09		164	14.75		11	0.99		0	0.00		0	0.00		0	0.00		175	15.74		350	31.47		6	0.54		1	0.09		1	0.09		0	0.00		358	32.19		10	0.90		0	0.00		0	0.00		10	0.90		65	5.85		6	0.54		0	0.00		1	0.09		72	6.47		0	0.00		1	0.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		2	0.18		1112	97.54		28	2.46		1140	1.41																																													
	Churchill (Oxley)		2	0.10		1	0.05		0	0.00		3	0.15		665	33.05		10	0.50		2	0.10		6	0.30		683	33.95		0	0.00		0	0.00		0	0.00		0	0.00		49	2.44		7	0.35		0	0.00		0	0.00		56	2.78		16	0.80		1	0.05		5	0.25		22	1.09		23	1.14		1	0.05		0	0.00		0	0.00		24	1.19		15	0.75		1	0.05		0	0.00		16	0.80		3	0.15		0	0.00		0	0.00		3	0.15		214	10.64		25	1.24		0	0.00		0	0.00		0	0.00		239	11.88		783	38.92		7	0.35		2	0.10		1	0.05		3	0.15		796	39.56		16	0.80		0	0.00		0	0.00		16	0.80		144	7.16		5	0.25		1	0.05		2	0.10		152	7.55		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		2	0.10		2012	98.39		33	1.61		2045	2.53																																													
	Collingwood Park		11	0.63		1	0.06		0	0.00		12	0.69		672	38.47		8	0.46		2	0.11		12	0.69		694	39.73		0	0.00		0	0.00		1	0.06		1	0.06		25	1.43		4	0.23		0	0.00		0	0.00		29	1.66		22	1.26		3	0.17		0	0.00		25	1.43		42	2.40		2	0.11		0	0.00		0	0.00		44	2.52		18	1.03		0	0.00		1	0.06		19	1.09		2	0.11		0	0.00		0	0.00		2	0.11		181	10.36		17	0.97		0	0.00		0	0.00		0	0.00		198	11.33		571	32.68		8	0.46		2	0.11		0	0.00		0	0.00		581	33.26		19	1.09		2	0.11		0	0.00		21	1.20		113	6.47		5	0.29		0	0.00		1	0.06		119	6.81		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		2	0.11		1747	97.27		49	2.73		1796	2.22																																													
	Dinmore		3	0.36		1	0.12		1	0.12		5	0.61		407	49.45		4	0.49		1	0.12		1	0.12		413	50.18		0	0.00		1	0.12		1	0.12		2	0.24		17	2.07		2	0.24		0	0.00		0	0.00		19	2.31		10	1.22		2	0.24		0	0.00		12	1.46		19	2.31		2	0.24		0	0.00		0	0.00		21	2.55		13	1.58		5	0.61		1	0.12		19	2.31		0	0.00		0	0.00		0	0.00		0	0.00		114	13.85		10	1.22		0	0.00		0	0.00		0	0.00		124	15.07		149	18.10		2	0.24		2	0.24		0	0.00		0	0.00		153	18.59		12	1.46		0	0.00		0	0.00		12	1.46		40	4.86		3	0.36		0	0.00		0	0.00		43	5.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		823	95.59		38	4.41		861	1.07																																													
	Durack		16	0.88		3	0.17		0	0.00		19	1.05		1126	62.14		12	0.66		2	0.11		1	0.06		1141	62.97		2	0.11		0	0.00		0	0.00		2	0.11		47	2.59		4	0.22		0	0.00		0	0.00		51	2.81		15	0.83		2	0.11		0	0.00		17	0.94		21	1.16		1	0.06		0	0.00		0	0.00		22	1.21		16	0.88		2	0.11		0	0.00		18	0.99		1	0.06		0	0.00		0	0.00		1	0.06		121	6.68		5	0.28		0	0.00		0	0.00		0	0.00		126	6.95		286	15.78		4	0.22		0	0.00		0	0.00		0	0.00		290	16.00		35	1.93		1	0.06		0	0.00		36	1.99		80	4.42		7	0.39		1	0.06		1	0.06		89	4.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1812	96.03		75	3.97		1887	2.34																																													
	Eastern Heights		5	0.31		1	0.06		0	0.00		6	0.38		611	38.31		9	0.56		1	0.06		1	0.06		622	39.00		4	0.25		0	0.00		0	0.00		4	0.25		49	3.07		5	0.31		1	0.06		0	0.00		55	3.45		7	0.44		2	0.13		0	0.00		9	0.56		26	1.63		1	0.06		0	0.00		0	0.00		27	1.69		12	0.75		0	0.00		0	0.00		12	0.75		0	0.00		0	0.00		0	0.00		0	0.00		231	14.48		18	1.13		0	0.00		0	0.00		0	0.00		249	15.61		492	30.85		15	0.94		3	0.19		0	0.00		4	0.25		514	32.23		11	0.69		0	0.00		0	0.00		11	0.69		79	4.95		6	0.38		0	0.00		1	0.06		86	5.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1595	96.26		62	3.74		1657	2.05																																													
