		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Broadwater Crossing		1	0.29		0	0.00		0	0.00		1	0.29		43	12.32		2	0.57		1	0.29		0	0.00		46	13.18		0	0.00		0	0.00		0	0.00		0	0.00		112	32.09		6	1.72		3	0.86		0	0.00		121	34.67		2	0.57		0	0.00		0	0.00		2	0.57		8	2.29		1	0.29		0	0.00		0	0.00		9	2.58		0	0.00		1	0.29		0	0.00		1	0.29		0	0.00		0	0.00		0	0.00		0	0.00		81	23.21		6	1.72		0	0.00		0	0.00		0	0.00		87	24.93		63	18.05		3	0.86		0	0.00		0	0.00		0	0.00		66	18.91		4	1.15		0	0.00		0	0.00		4	1.15		10	2.87		2	0.57		0	0.00		0	0.00		12	3.44		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		349	98.31		6	1.69		355	0.45																																													
	Bungunya		0	0.00		0	0.00		0	0.00		0	0.00		9	15.52		0	0.00		0	0.00		0	0.00		9	15.52		0	0.00		0	0.00		0	0.00		0	0.00		19	32.76		0	0.00		0	0.00		0	0.00		19	32.76		0	0.00		0	0.00		0	0.00		0	0.00		1	1.72		0	0.00		0	0.00		0	0.00		1	1.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		22	37.93		1	1.72		0	0.00		0	0.00		0	0.00		23	39.66		6	10.34		0	0.00		0	0.00		0	0.00		0	0.00		6	10.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		58	98.31		1	1.69		59	0.07																																													
	Burra Burri		0	0.00		0	0.00		0	0.00		0	0.00		3	4.76		1	1.59		0	0.00		0	0.00		4	6.35		0	0.00		1	1.59		0	0.00		1	1.59		32	50.79		2	3.17		0	0.00		0	0.00		34	53.97		0	0.00		0	0.00		0	0.00		0	0.00		1	1.59		0	0.00		0	0.00		0	0.00		1	1.59		1	1.59		0	0.00		0	0.00		1	1.59		0	0.00		0	0.00		0	0.00		0	0.00		14	22.22		1	1.59		0	0.00		0	0.00		0	0.00		15	23.81		3	4.76		0	0.00		0	0.00		0	0.00		0	0.00		3	4.76		3	4.76		0	0.00		0	0.00		3	4.76		1	1.59		0	0.00		0	0.00		0	0.00		1	1.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		63	94.03		4	5.97		67	0.08																																													
	Canaga		0	0.00		0	0.00		0	0.00		0	0.00		2	5.41		0	0.00		0	0.00		0	0.00		2	5.41		0	0.00		0	0.00		0	0.00		0	0.00		23	62.16		2	5.41		0	0.00		0	0.00		25	67.57		3	8.11		0	0.00		0	0.00		3	8.11		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	5.41		0	0.00		0	0.00		0	0.00		0	0.00		2	5.41		4	10.81		1	2.70		0	0.00		0	0.00		0	0.00		5	13.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		37	97.37		1	2.63		38	0.05																																													
	Cecil Plains		2	0.79		0	0.00		0	0.00		2	0.79		37	14.57		3	1.18		0	0.00		0	0.00		40	15.75		0	0.00		0	0.00		0	0.00		0	0.00		109	42.91		4	1.57		0	0.00		0	0.00		113	44.49		2	0.79		0	0.00		0	0.00		2	0.79		1	0.39		0	0.00		0	0.00		0	0.00		1	0.39		2	0.79		0	0.00		0	0.00		2	0.79		1	0.39		0	0.00		0	0.00		1	0.39		52	20.47		1	0.39		0	0.00		0	0.00		0	0.00		53	20.87		29	11.42		0	0.00		0	0.00		0	0.00		0	0.00		29	11.42		6	2.36		0	0.00		0	0.00		6	2.36		5	1.97		0	0.00		0	0.00		0	0.00		5	1.97		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		254	97.32		7	2.68		261	0.33																																													
	Charleville		9	0.59		0	0.00		1	0.07		10	0.65		575	37.46		8	0.52		2	0.13		0	0.00		585	38.11		3	0.20		0	0.00		0	0.00		3	0.20		360	23.45		10	0.65		0	0.00		0	0.00		370	24.10		10	0.65		2	0.13		0	0.00		12	0.78		15	0.98		3	0.20		0	0.00		0	0.00		18	1.17		17	1.11		0	0.00		0	0.00		17	1.11		0	0.00		0	0.00		0	0.00		0	0.00		190	12.38		14	0.91		1	0.07		0	0.00		0	0.00		205	13.36		225	14.66		4	0.26		1	0.07		0	0.00		0	0.00		230	14.98		26	1.69		0	0.00		0	0.00		26	1.69		56	3.65		1	0.07		0	0.00		0	0.00		57	3.71		2	0.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.13		1535	97.40		41	2.60		1576	1.98																																													
	Charleville Hospital		2	0.57		1	0.28		0	0.00		3	0.85		153	43.59		1	0.28		0	0.00		0	0.00		154	43.87		0	0.00		0	0.00		0	0.00		0	0.00		95	27.07		1	0.28		0	0.00		0	0.00		96	27.35		1	0.28		1	0.28		0	0.00		2	0.57		5	1.42		0	0.00		0	0.00		0	0.00		5	1.42		4	1.14		0	0.00		0	0.00		4	1.14		0	0.00		0	0.00		0	0.00		0	0.00		29	8.26		4	1.14		0	0.00		0	0.00		0	0.00		33	9.40		40	11.40		0	0.00		0	0.00		0	0.00		0	0.00		40	11.40		9	2.56		0	0.00		0	0.00		9	2.56		5	1.42		0	0.00		0	0.00		0	0.00		5	1.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		351	96.96		11	3.04		362	0.46																																													
	Chinchilla		3	0.15		7	0.35		0	0.00		10	0.50		417	20.80		8	0.40		1	0.05		1	0.05		427	21.30		6	0.30		0	0.00		0	0.00		6	0.30		758	37.81		20	1.00		12	0.60		2	0.10		792	39.50		23	1.15		5	0.25		1	0.05		29	1.45		37	1.85		6	0.30		0	0.00		0	0.00		43	2.14		14	0.70		0	0.00		0	0.00		14	0.70		3	0.15		0	0.00		0	0.00		3	0.15		305	15.21		36	1.80		0	0.00		0	0.00		0	0.00		341	17.01		229	11.42		4	0.20		0	0.00		0	0.00		0	0.00		233	11.62		29	1.45		0	0.00		0	0.00		29	1.45		70	3.49		6	0.30		0	0.00		0	0.00		76	3.79		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		2	0.10		2005	94.89		108	5.11		2113	2.66																																													
	Chinchilla Hospital		2	0.31		2	0.31		0	0.00		4	0.61		119	18.22		2	0.31		0	0.00		0	0.00		121	18.53		1	0.15		0	0.00		0	0.00		1	0.15		271	41.50		5	0.77		2	0.31		0	0.00		278	42.57		13	1.99		3	0.46		0	0.00		16	2.45		6	0.92		0	0.00		0	0.00		0	0.00		6	0.92		4	0.61		0	0.00		0	0.00		4	0.61		1	0.15		0	0.00		0	0.00		1	0.15		115	17.61		4	0.61		0	0.00		0	0.00		0	0.00		119	18.22		71	10.87		1	0.15		0	0.00		0	0.00		0	0.00		72	11.03		11	1.68		0	0.00		0	0.00		11	1.68		16	2.45		2	0.31		0	0.00		0	0.00		18	2.76		1	0.15		0	0.00		0	0.00		0	0.00		0	0.00		1	0.15		0	0.00		0	0.00		2	0.31		653	95.47		31	4.53		684	0.86																																													
	Comet		1	1.19		0	0.00		0	0.00		1	1.19		20	23.81		0	0.00		0	0.00		0	0.00		20	23.81		0	0.00		0	0.00		0	0.00		0	0.00		38	45.24		1	1.19		0	0.00		0	0.00		39	46.43		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	10.71		2	2.38		0	0.00		0	0.00		0	0.00		11	13.10		12	14.29		0	0.00		0	0.00		0	0.00		0	0.00		12	14.29		1	1.19		0	0.00		0	0.00		1	1.19		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		84	100.00		0	0.00		84	0.11																																													
	Condamine		0	0.00		0	0.00		0	0.00		0	0.00		17	9.19		1	0.54		0	0.00		0	0.00		18	9.73		0	0.00		0	0.00		0	0.00		0	0.00		104	56.22		1	0.54		5	2.70		0	0.00		110	59.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.08		0	0.00		0	0.00		2	1.08		0	0.00		0	0.00		0	0.00		0	0.00		33	17.84		0	0.00		0	0.00		0	0.00		0	0.00		33	17.84		16	8.65		0	0.00		0	0.00		0	0.00		0	0.00		16	8.65		1	0.54		0	0.00		0	0.00		1	0.54		5	2.70		0	0.00		0	0.00		0	0.00		5	2.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		185	99.46		1	0.54		186	0.23																																													
	Cooranga North		0	0.00		0	0.00		0	0.00		0	0.00		8	11.27		0	0.00		0	0.00		0	0.00		8	11.27		1	1.41		0	0.00		0	0.00		1	1.41		27	38.03		1	1.41		0	0.00		0	0.00		28	39.44		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.41		0	0.00		0	0.00		1	1.41		24	33.80		1	1.41		0	0.00		0	0.00		0	0.00		25	35.21		6	8.45		0	0.00		0	0.00		0	0.00		0	0.00		6	8.45		1	1.41		0	0.00		0	0.00		1	1.41		1	1.41		0	0.00		0	0.00		0	0.00		1	1.41		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		71	97.26		2	2.74		73	0.09																																													
	Cottonvale		1	0.38		1	0.38		0	0.00		2	0.76		36	13.64		2	0.76		0	0.00		0	0.00		38	14.39		2	0.76		0	0.00		0	0.00		2	0.76		104	39.39		2	0.76		0	0.00		0	0.00		106	40.15		4	1.52		0	0.00		0	0.00		4	1.52		4	1.52		0	0.00		1	0.38		0	0.00		5	1.89		1	0.38		1	0.38		0	0.00		2	0.76		1	0.38		0	0.00		0	0.00		1	0.38		52	19.70		7	2.65		1	0.38		0	0.00		0	0.00		60	22.73		29	10.98		1	0.38		0	0.00		0	0.00		0	0.00		30	11.36		5	1.89		0	0.00		0	0.00		5	1.89		9	3.41		0	0.00		0	0.00		0	0.00		9	3.41		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		264	94.29		16	5.71		280	0.35																																													
	Cunnamulla		3	0.40		1	0.13		0	0.00		4	0.54		365	49.13		8	1.08		0	0.00		0	0.00		373	50.20		0	0.00		0	0.00		0	0.00		0	0.00		174	23.42		2	0.27		0	0.00		0	0.00		176	23.69		2	0.27		0	0.00		0	0.00		2	0.27		5	0.67		0	0.00		0	0.00		0	0.00		5	0.67		14	1.88		0	0.00		0	0.00		14	1.88		0	0.00		0	0.00		0	0.00		0	0.00		67	9.02		3	0.40		0	0.00		0	0.00		0	0.00		70	9.42		83	11.17		1	0.13		0	0.00		0	0.00		0	0.00		84	11.31		4	0.54		0	0.00		0	0.00		4	0.54		11	1.48		0	0.00		0	0.00		0	0.00		11	1.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		743	95.75		33	4.25		776	0.98																																													
	Dalby		8	0.37		2	0.09		0	0.00		10	0.47		488	22.70		7	0.33		0	0.00		2	0.09		497	23.12		8	0.37		1	0.05		0	0.00		9	0.42		701	32.60		25	1.16		3	0.14		0	0.00		729	33.91		38	1.77		3	0.14		3	0.14		44	2.05		42	1.95		4	0.19		0	0.00		0	0.00		46	2.14		35	1.63		1	0.05		0	0.00		36	1.67		1	0.05		0	0.00		0	0.00		1	0.05		333	15.49		16	0.74		0	0.00		0	0.00		0	0.00		349	16.23		294	13.67		8	0.37		2	0.09		0	0.00		0	0.00		304	14.14		43	2.00		0	0.00		0	0.00		43	2.00		72	3.35		7	0.33		1	0.05		1	0.05		81	3.77		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		2150	96.15		86	3.85		2236	2.81																																													
	Dalby North		3	0.28		0	0.00		0	0.00		3	0.28		211	20.04		1	0.09		1	0.09		0	0.00		213	20.23		3	0.28		0	0.00		0	0.00		3	0.28		435	41.31		17	1.61		1	0.09		0	0.00		453	43.02		15	1.42		0	0.00		2	0.19		17	1.61		17	1.61		2	0.19		0	0.00		0	0.00		19	1.80		7	0.66		0	0.00		0	0.00		7	0.66		1	0.09		0	0.00		0	0.00		1	0.09		124	11.78		9	0.85		0	0.00		0	0.00		0	0.00		133	12.63		143	13.58		6	0.57		2	0.19		0	0.00		0	0.00		151	14.34		15	1.42		0	0.00		0	0.00		15	1.42		36	3.42		2	0.19		0	0.00		0	0.00		38	3.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1053	97.77		24	2.23		1077	1.36																																													
	Dalby South		6	0.46		0	0.00		0	0.00		6	0.46		321	24.77		2	0.15		1	0.08		0	0.00		324	25.00		3	0.23		0	0.00		1	0.08		4	0.31		411	31.71		7	0.54		1	0.08		1	0.08		420	32.41		29	2.24		3	0.23		6	0.46		38	2.93		24	1.85		2	0.15		1	0.08		1	0.08		28	2.16		11	0.85		0	0.00		0	0.00		11	0.85		0	0.00		0	0.00		0	0.00		0	0.00		188	14.51		14	1.08		0	0.00		0	0.00		0	0.00		202	15.59		179	13.81		4	0.31		2	0.15		0	0.00		0	0.00		185	14.27		19	1.47		0	0.00		0	0.00		19	1.47		54	4.17		2	0.15		0	0.00		1	0.08		57	4.40		2	0.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.15		1296	96.07		53	3.93		1349	1.70																																													
	Dalby West		6	0.51		2	0.17		0	0.00		8	0.68		182	15.57		11	0.94		0	0.00		0	0.00		193	16.51		4	0.34		2	0.17		0	0.00		6	0.51		470	40.21		14	1.20		4	0.34		0	0.00		488	41.75		17	1.45		3	0.26		1	0.09		21	1.80		19	1.63		2	0.17		0	0.00		0	0.00		21	1.80		14	1.20		1	0.09		0	0.00		15	1.28		1	0.09		0	0.00		0	0.00		1	0.09		188	16.08		12	1.03		0	0.00		0	0.00		0	0.00		200	17.11		156	13.34		4	0.34		0	0.00		0	0.00		0	0.00		160	13.69		18	1.54		0	0.00		0	0.00		18	1.54		34	2.91		3	0.26		0	0.00		0	0.00		37	3.17		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		0	0.00		0	0.00		1	0.09		1169	96.61		41	3.39		1210	1.52																																													
	Dalveen		0	0.00		0	0.00		0	0.00		0	0.00		16	13.79		1	0.86		0	0.00		0	0.00		17	14.66		0	0.00		0	0.00		0	0.00		0	0.00		42	36.21		1	0.86		1	0.86		0	0.00		44	37.93		0	0.00		0	0.00		0	0.00		0	0.00		3	2.59		1	0.86		0	0.00		0	0.00		4	3.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		21	18.10		3	2.59		0	0.00		0	0.00		0	0.00		24	20.69		21	18.10		1	0.86		0	0.00		0	0.00		0	0.00		22	18.97		0	0.00		0	0.00		0	0.00		0	0.00		4	3.45		0	0.00		0	0.00		1	0.86		5	4.31		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		116	96.67		4	3.33		120	0.15																																													
	Dingo		0	0.00		0	0.00		0	0.00		0	0.00		40	27.59		0	0.00		0	0.00		0	0.00		40	27.59		0	0.00		0	0.00		0	0.00		0	0.00		66	45.52		1	0.69		0	0.00		0	0.00		67	46.21		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	13.79		4	2.76		0	0.00		0	0.00		0	0.00		24	16.55		10	6.90		0	0.00		0	0.00		0	0.00		0	0.00		10	6.90		1	0.69		0	0.00		0	0.00		1	0.69		2	1.38		0	0.00		0	0.00		0	0.00		2	1.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.69		1	0.69		145	99.32		1	0.68		146	0.18																																													
	Dirranbandi		4	1.19		0	0.00		0	0.00		4	1.19		129	38.28		2	0.59		0	0.00		0	0.00		131	38.87		1	0.30		0	0.00		0	0.00		1	0.30		119	35.31		1	0.30		0	0.00		0	0.00		120	35.61		0	0.00		0	0.00		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		1	0.30		1	0.30		0	0.00		0	0.00		1	0.30		0	0.00		0	0.00		0	0.00		0	0.00		17	5.04		2	0.59		0	0.00		1	0.30		0	0.00		20	5.93		49	14.54		0	0.00		0	0.00		0	0.00		0	0.00		49	14.54		4	1.19		0	0.00		0	0.00		4	1.19		6	1.78		0	0.00		0	0.00		0	0.00		6	1.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		337	99.12		3	0.88		340	0.43																																													
	Drillham		2	1.77		0	0.00		0	0.00		2	1.77		14	12.39		0	0.00		0	0.00		0	0.00		14	12.39		1	0.88		0	0.00		0	0.00		1	0.88		56	49.56		1	0.88		2	1.77		0	0.00		59	52.21		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.88		0	0.00		1	0.88		1	0.88		0	0.00		0	0.00		1	0.88		16	14.16		1	0.88		0	0.00		0	0.00		0	0.00		17	15.04		14	12.39		0	0.00		0	0.00		0	0.00		0	0.00		14	12.39		1	0.88		0	0.00		0	0.00		1	0.88		3	2.65		0	0.00		0	0.00		0	0.00		3	2.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		113	98.26		2	1.74		115	0.14																																													
	Duaringa		1	0.46		0	0.00		0	0.00		1	0.46		40	18.26		2	0.91		0	0.00		0	0.00		42	19.18		2	0.91		1	0.46		0	0.00		3	1.37		81	36.99		7	3.20		0	0.00		1	0.46		89	40.64		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	2.28		1	0.46		0	0.00		6	2.74		0	0.00		0	0.00		0	0.00		0	0.00		40	18.26		3	1.37		0	0.00		0	0.00		0	0.00		43	19.63		23	10.50		2	0.91		0	0.00		0	0.00		1	0.46		26	11.87		3	1.37		0	0.00		0	0.00		3	1.37		5	2.28		1	0.46		0	0.00		0	0.00		6	2.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		219	95.22		11	4.78		230	0.29																																													
	Dulacca		0	0.00		0	0.00		0	0.00		0	0.00		5	3.31		0	0.00		0	0.00		0	0.00		5	3.31		1	0.66		0	0.00		0	0.00		1	0.66		89	58.94		0	0.00		2	1.32		0	0.00		91	60.26		1	0.66		0	0.00		0	0.00		1	0.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		37	24.50		3	1.99		0	0.00		0	0.00		0	0.00		40	26.49		8	5.30		1	0.66		0	0.00		0	0.00		0	0.00		9	5.96		1	0.66		0	0.00		0	0.00		1	0.66		3	1.99		0	0.00		0	0.00		0	0.00		3	1.99		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		151	97.42		4	2.58		155	0.20																																													
	Emerald		3	0.12		1	0.04		1	0.04		5	0.20		730	29.11		8	0.32		1	0.04		3	0.12		742	29.59		7	0.28		1	0.04		0	0.00		8	0.32		794	31.66		13	0.52		2	0.08		0	0.00		809	32.26		32	1.28		6	0.24		0	0.00		38	1.52		28	1.12		3	0.12		0	0.00		1	0.04		32	1.28		24	0.96		3	0.12		0	0.00		27	1.08		4	0.16		0	0.00		0	0.00		4	0.16		320	12.76		31	1.24		0	0.00		0	0.00		0	0.00		351	14.00		338	13.48		6	0.24		0	0.00		0	0.00		0	0.00		344	13.72		36	1.44		3	0.12		0	0.00		39	1.56		95	3.79		9	0.36		1	0.04		1	0.04		106	4.23		0	0.00		0	0.00		0	0.00		1	0.04		1	0.04		0	0.00		0	0.00		1	0.04		3	0.12		2508	97.51		64	2.49		2572	3.24																																													
	Emerald North		6	0.42		1	0.07		1	0.07		8	0.56		508	35.80		7	0.49		1	0.07		1	0.07		517	36.43		2	0.14		0	0.00		0	0.00		2	0.14		370	26.07		14	0.99		1	0.07		0	0.00		385	27.13		16	1.13		0	0.00		0	0.00		16	1.13		28	1.97		2	0.14		0	0.00		1	0.07		31	2.18		10	0.70		1	0.07		0	0.00		11	0.78		2	0.14		1	0.07		0	0.00		3	0.21		146	10.29		11	0.78		0	0.00		0	0.00		0	0.00		157	11.06		199	14.02		5	0.35		2	0.14		0	0.00		0	0.00		206	14.52		20	1.41		0	0.00		0	0.00		20	1.41		52	3.66		7	0.49		1	0.07		1	0.07		61	4.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.14		2	0.14		1419	97.46		37	2.54		1456	1.83																																													
	Emerald South		5	0.67		0	0.00		0	0.00		5	0.67		231	30.84		5	0.67		0	0.00		0	0.00		236	31.51		1	0.13		0	0.00		0	0.00		1	0.13		230	30.71		3	0.40		0	0.00		0	0.00		233	31.11		6	0.80		0	0.00		1	0.13		7	0.93		6	0.80		3	0.40		0	0.00		0	0.00		9	1.20		6	0.80		2	0.27		0	0.00		8	1.07		2	0.27		0	0.00		0	0.00		2	0.27		86	11.48		7	0.93		0	0.00		0	0.00		0	0.00		93	12.42		107	14.29		5	0.67		0	0.00		0	0.00		0	0.00		112	14.95		10	1.34		2	0.27		0	0.00		12	1.60		27	3.60		3	0.40		0	0.00		1	0.13		31	4.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		749	97.15		22	2.85		771	0.97																																													
	Eukey		1	0.67		0	0.00		0	0.00		1	0.67		29	19.33		1	0.67		0	0.00		0	0.00		30	20.00		0	0.00		0	0.00		0	0.00		0	0.00		49	32.67		0	0.00		0	0.00		0	0.00		49	32.67		2	1.33		2	1.33		0	0.00		4	2.67		1	0.67		6	4.00		0	0.00		0	0.00		7	4.67		1	0.67		2	1.33		0	0.00		3	2.00		0	0.00		0	0.00		0	0.00		0	0.00		22	14.67		3	2.00		0	0.00		0	0.00		0	0.00		25	16.67		22	14.67		0	0.00		0	0.00		0	0.00		0	0.00		22	14.67		0	0.00		0	0.00		0	0.00		0	0.00		6	4.00		2	1.33		0	0.00		0	0.00		8	5.33		0	0.00		0	0.00		0	0.00		0	0.00		1	0.67		0	0.00		0	0.00		0	0.00		1	0.67		150	98.68		2	1.32		152	0.19																																													
	Eulo		0	0.00		0	0.00		0	0.00		0	0.00		13	18.57		0	0.00		0	0.00		0	0.00		13	18.57		0	0.00		0	0.00		0	0.00		0	0.00		33	47.14		0	0.00		0	0.00		0	0.00		33	47.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	10.00		2	2.86		0	0.00		0	0.00		0	0.00		9	12.86		11	15.71		4	5.71		0	0.00		0	0.00		0	0.00		15	21.43		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		70	98.59		1	1.41		71	0.09																																													
	Eumamurrin		0	0.00		0	0.00		0	0.00		0	0.00		1	1.59		0	0.00		0	0.00		0	0.00		1	1.59		0	0.00		0	0.00		0	0.00		0	0.00		50	79.37		0	0.00		1	1.59		0	0.00		51	80.95		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	6.35		1	1.59		0	0.00		0	0.00		0	0.00		5	7.94		4	6.35		0	0.00		0	0.00		0	0.00		0	0.00		4	6.35		1	1.59		0	0.00		0	0.00		1	1.59		1	1.59		0	0.00		0	0.00		0	0.00		1	1.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		63	100.00		0	0.00		63	0.08																																													
