House of Representatives - 2001 Election: Queensland																																	
First Preference Votes and TCP 																																	
By Candidate by Polling Place																																	
Forde (86672)																																	
		SMITH			# ELSON			DICKSON			NGAHOORO			CLYNE			FORMAL			INFORMAL			TOTAL										
		Val			Kay			Alan			Alice			Rose												Two Candidate Preferred							
		ALP			LP			DEM			HAN			GRN												 SMITH ALP			# ELSON LP				
	Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
	Aratula	63	14.65		267	62.09		8	1.86		81	18.84		11	2.56		430	96.20		17	3.80		447	0.55		129	30.00		301	70.00			
	Beaudesert	918	27.39		1840	54.89		138	4.12		382	11.40		74	2.21		3352	95.09		173	4.91		3525	4.31		1218	36.34		2134	63.66			
	Beechmont	106	28.12		182	48.28		30	7.96		14	3.71		45	11.94		377	94.96		20	5.04		397	0.48		166	44.03		211	55.97			
	Beenleigh	1345	41.87		1388	43.21		150	4.67		226	7.04		103	3.21		3212	93.89		209	6.11		3421	4.18		1604	49.94		1608	50.06			
	Beenleigh Central	421	45.07		410	43.90		23	2.46		60	6.42		20	2.14		934	94.63		53	5.37		987	1.21		482	51.61		452	48.39			
	Bethania	855	39.97		987	46.14		63	2.95		187	8.74		47	2.20		2139	93.45		150	6.55		2289	2.80		1040	48.62		1099	51.38			
	Boonah	419	21.44		1187	60.75		55	2.81		242	12.38		51	2.61		1954	95.78		86	4.22		2040	2.49		610	31.22		1344	68.78			
	Brisbane City (Forde)	24	29.27		44	53.66		11	13.41		1	1.22		2	2.44		82	91.11		8	8.89		90	0.11		31	37.80		51	62.20			
	Canowindra (Forde)	462	27.92		961	58.07		74	4.47		121	7.31		37	2.24		1655	93.61		113	6.39		1768	2.16		589	35.59		1066	64.41
	Canungra	236	21.07		647	57.77		38	3.39		144	12.86		55	4.91		1120	93.65		76	6.35		1196	1.46		359	32.05		761	67.95
	Cedar Creek	99	26.05		201	52.89		19	5.00		43	11.32		18	4.74		380	94.06		24	5.94		404	0.49		149	39.21		231	60.79
	Coomera (Forde)	293	30.55		494	51.51		63	6.57		81	8.45		28	2.92		959	94.39		57	5.61		1016	1.24		382	39.83		577	60.17
