Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Rankin (85204)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Algester		13	0.25		1	0.02		0	0.00		14	0.27		1811	34.63		29	0.55		3	0.06		7	0.13		1850	35.37		2	0.04		0	0.00		0	0.00		2	0.04		140	2.68		14	0.27		0	0.00		0	0.00		154	2.94		48	0.92		6	0.11		2	0.04		56	1.07		84	1.61		11	0.21		0	0.00		0	0.00		95	1.82		55	1.05		3	0.06		1	0.02		59	1.13		6	0.11		0	0.00		0	0.00		6	0.11		279	5.33		24	0.46		0	0.00		0	0.00		0	0.00		303	5.79		2198	42.03		23	0.44		6	0.11		0	0.00		4	0.08		2231	42.66		39	0.75		2	0.04		0	0.00		41	0.78		395	7.55		18	0.34		2	0.04		2	0.04		417	7.97		1	0.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.02		0	0.00		2	0.04		5230	96.83		171	3.17		5401	6.74																																															
	Berrinba East		10	0.55		3	0.16		0	0.00		13	0.71		941	51.73		15	0.82		0	0.00		1	0.05		957	52.61		3	0.16		0	0.00		0	0.00		3	0.16		52	2.86		4	0.22		0	0.00		0	0.00		56	3.08		29	1.59		1	0.05		0	0.00		30	1.65		33	1.81		1	0.05		0	0.00		0	0.00		34	1.87		23	1.26		1	0.05		0	0.00		24	1.32		0	0.00		0	0.00		0	0.00		0	0.00		174	9.57		9	0.49		0	0.00		0	0.00		0	0.00		183	10.06		393	21.61		8	0.44		3	0.16		0	0.00		0	0.00		404	22.21		38	2.09		0	0.00		0	0.00		38	2.09		73	4.01		2	0.11		0	0.00		0	0.00		75	4.12		0	0.00		0	0.00		0	0.00		0	0.00		2	0.11		0	0.00		0	0.00		0	0.00		2	0.11		1819	96.09		74	3.91		1893	2.36																																															
	Boronia Heights		18	0.48		3	0.08		0	0.00		21	0.56		1598	42.24		25	0.66		1	0.03		0	0.00		1624	42.93		1	0.03		0	0.00		0	0.00		1	0.03		72	1.90		10	0.26		1	0.03		0	0.00		83	2.19		44	1.16		9	0.24		1	0.03		54	1.43		65	1.72		7	0.19		0	0.00		0	0.00		72	1.90		54	1.43		3	0.08		0	0.00		57	1.51		6	0.16		1	0.03		0	0.00		7	0.19		302	7.98		23	0.61		0	0.00		1	0.03		0	0.00		326	8.62		1204	31.83		17	0.45		2	0.05		0	0.00		1	0.03		1224	32.36		63	1.67		1	0.03		0	0.00		64	1.69		237	6.26		11	0.29		1	0.03		1	0.03		250	6.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3783	96.28		146	3.72		3929	4.90																																															
	Brisbane City (Rankin)		1	0.59		1	0.59		0	0.00		2	1.18		57	33.73		1	0.59		0	0.00		0	0.00		58	34.32		0	0.00		0	0.00		0	0.00		0	0.00		2	1.18		1	0.59		0	0.00		0	0.00		3	1.78		2	1.18		0	0.00		0	0.00		2	1.18		9	5.33		0	0.00		0	0.00		0	0.00		9	5.33		5	2.96		0	0.00		0	0.00		5	2.96		1	0.59		0	0.00		0	0.00		1	0.59		5	2.96		0	0.00		0	0.00		0	0.00		0	0.00		5	2.96		63	37.28		2	1.18		0	0.00		0	0.00		0	0.00		65	38.46		0	0.00		0	0.00		0	0.00		0	0.00		17	10.06		1	0.59		0	0.00		0	0.00		18	10.65		0	0.00		0	0.00		0	0.00		1	0.59		0	0.00		0	0.00		0	0.00		0	0.00		1	0.59		169	96.02		7	3.98		176	0.22																																															
	Browns Plains		12	0.39		1	0.03		0	0.00		13	0.42		1364	44.58		15	0.49		1	0.03		1	0.03		1381	45.13		1	0.03		0	0.00		0	0.00		1	0.03		87	2.84		3	0.10		0	0.00		0	0.00		90	2.94		39	1.27		4	0.13		1	0.03		44	1.44		68	2.22		4	0.13		0	0.00		0	0.00		72	2.35		58	1.90		4	0.13		0	0.00		62	2.03		4	0.13		0	0.00		0	0.00		4	0.13		218	7.12		15	0.49		1	0.03		0	0.00		0	0.00		234	7.65		913	29.84		18	0.59		2	0.07		0	0.00		1	0.03		934	30.52		59	1.93		0	0.00		0	0.00		59	1.93		161	5.26		5	0.16		0	0.00		0	0.00		166	5.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3060	96.29		118	3.71		3178	3.97																																															
	Burrowes		4	0.19		0	0.00		0	0.00		4	0.19		986	47.04		14	0.67		2	0.10		3	0.14		1005	47.95		0	0.00		0	0.00		1	0.05		1	0.05		30	1.43		2	0.10		0	0.00		0	0.00		32	1.53		13	0.62		1	0.05		1	0.05		15	0.72		38	1.81		3	0.14		1	0.05		0	0.00		42	2.00		30	1.43		2	0.10		0	0.00		32	1.53		0	0.00		2	0.10		0	0.00		2	0.10		205	9.78		19	0.91		0	0.00		1	0.05		0	0.00		225	10.73		570	27.19		13	0.62		2	0.10		0	0.00		3	0.14		588	28.05		48	2.29		0	0.00		0	0.00		48	2.29		97	4.63		4	0.19		0	0.00		0	0.00		101	4.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1	0.05		2096	96.01		87	3.99		2183	2.72																																															
	Calamvale (Rankin)		12	0.23		1	0.02		0	0.00		13	0.25		1797	34.58		20	0.38		0	0.00		0	0.00		1817	34.96		6	0.12		1	0.02		0	0.00		7	0.13		119	2.29		15	0.29		0	0.00		0	0.00		134	2.58		49	0.94		3	0.06		0	0.00		52	1.00		80	1.54		6	0.12		0	0.00		0	0.00		86	1.65		43	0.83		2	0.04		0	0.00		45	0.87		3	0.06		0	0.00		0	0.00		3	0.06		193	3.71		15	0.29		0	0.00		0	0.00		0	0.00		208	4.00		2378	45.76		22	0.42		2	0.04		0	0.00		2	0.04		2404	46.26		45	0.87		0	0.00		0	0.00		45	0.87		366	7.04		15	0.29		0	0.00		1	0.02		382	7.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.02		0	0.00		0	0.00		1	0.02		5197	96.90		166	3.10		5363	6.69																																															
	Crestmead		27	0.80		1	0.03		0	0.00		28	0.83		1722	50.96		24	0.71		0	0.00		3	0.09		1749	51.76		1	0.03		0	0.00		0	0.00		1	0.03		63	1.86		3	0.09		0	0.00		0	0.00		66	1.95		25	0.74		8	0.24		1	0.03		34	1.01		66	1.95		2	0.06		1	0.03		0	0.00		69	2.04		44	1.30		3	0.09		0	0.00		47	1.39		4	0.12		0	0.00		0	0.00		4	0.12		230	6.81		9	0.27		1	0.03		0	0.00		0	0.00		240	7.10		856	25.33		13	0.38		3	0.09		0	0.00		1	0.03		873	25.84		72	2.13		1	0.03		0	0.00		73	2.16		183	5.42		10	0.30		2	0.06		0	0.00		195	5.77		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3379	95.94		143	4.06		3522	4.40																																															
	Harris Fields		6	0.22		2	0.07		1	0.04		9	0.32		1454	52.49		23	0.83		3	0.11		5	0.18		1485	53.61		1	0.04		1	0.04		0	0.00		2	0.07		41	1.48		2	0.07		0	0.00		0	0.00		43	1.55		28	1.01		8	0.29		2	0.07		38	1.37		52	1.88		5	0.18		0	0.00		0	0.00		57	2.06		37	1.34		1	0.04		0	0.00		38	1.37		3	0.11		0	0.00		0	0.00		3	0.11		239	8.63		13	0.47		0	0.00		0	0.00		0	0.00		252	9.10		642	23.18		15	0.54		1	0.04		0	0.00		0	0.00		658	23.75		54	1.95		0	0.00		0	0.00		54	1.95		125	4.51		3	0.11		1	0.04		1	0.04		130	4.69		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		1	0.04		2770	91.33		263	8.67		3033	3.78																																													
	Kingston		21	0.73		1	0.03		0	0.00		22	0.77		1516	52.99		18	0.63		3	0.10		3	0.10		1540	53.83		4	0.14		0	0.00		0	0.00		4	0.14		62	2.17		8	0.28		0	0.00		0	0.00		70	2.45		39	1.36		3	0.10		1	0.03		43	1.50		54	1.89		5	0.17		1	0.03		0	0.00		60	2.10		37	1.29		4	0.14		0	0.00		41	1.43		2	0.07		0	0.00		1	0.03		3	0.10		269	9.40		24	0.84		0	0.00		0	0.00		2	0.07		295	10.31		560	19.57		12	0.42		0	0.00		0	0.00		1	0.03		573	20.03		87	3.04		1	0.03		0	0.00		88	3.08		112	3.91		7	0.24		0	0.00		1	0.03		120	4.19		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		2	0.07		2861	95.91		122	4.09		2983	3.72																																													
