House of Representatives - 2001 Election: New South Wales																																							
First Preference Votes and TCP																																							
By Candidate by Polling Place																																							

Barton (84752)																																							
	BRENNAN			LAU			RYDSTRAND			HARRIS			BARKER			# MCCLELLAND			ADAIR			FORMAL			INFORMAL			TOTAL											
	Jan			John			David			Chris			David			Robert			Michele												Two Candidate Preferred								
	LP			UNI			HAN			GRN			CTA			ALP			DEM												 BRENNAN LP			# MCCLELLAND ALP					
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%				
Allawah	428	30.01		87	6.10		45	3.16		34	2.38		33	2.31		734	51.47		65	4.56		1426	93.69		96	6.31		1522	1.90		546	38.29		880	61.71				
Allawah South	350	35.57		38	3.86		27	2.74		30	3.05		7	0.71		496	50.41		36	3.66		984	92.39		81	7.61		1065	1.33		412	41.87		572	58.13				
Arncliffe	320	24.37		43	3.27		39	2.97		46	3.50		8	0.61		811	61.77		46	3.50		1313	90.93		131	9.07		1444	1.80		389	29.63		924	70.37				
Athelstane	616	24.63		27	1.08		82	3.28		101	4.04		23	0.92		1558	62.30		94	3.76		2501	91.11		244	8.89		2745	3.43		761	30.43		1740	69.57				
Bald Face	1063	67.88		25	1.60		39	2.49		22	1.40		24	1.53		338	21.58		55	3.51		1566	96.07		64	3.93		1630	2.04		1149	73.37		417	26.63				
Banksia	347	20.65		11	0.65		83	4.94		40	2.38		18	1.07		1146	68.21		35	2.08		1680	89.70		193	10.30		1873	2.34		438	26.07		1242	73.93				
Bell Park	276	39.60		15	2.15		34	4.88		44	6.31		12	1.72		287	41.18		29	4.16		697	93.43		49	6.57		746	0.93		340	48.78		357	51.22				
Bexley	769	33.08		34	1.46		95	4.09		51	2.19		28	1.20		1209	52.00		139	5.98		2325	92.15		198	7.85		2523	3.15		916	39.40		1409	60.60
Bexley Central	277	32.21		5	0.58		38	4.42		23	2.67		9	1.05		472	54.88		36	4.19		860	92.27		72	7.73		932	1.16		315	36.63		545	63.37
Bexley East	334	27.47		19	1.56		43	3.54		34	2.80		25	2.06		712	58.55		49	4.03		1216	91.98		106	8.02		1322	1.65		405	33.31		811	66.69
Bexley South	104	27.08		15	3.91		9	2.34		8	2.08		8	2.08		213	55.47		27	7.03		384	96.24		15	3.76		399	0.50		123	32.03		261	67.97
Blakehurst	402	48.85		11	1.34		24	2.92		26	3.16		23	2.79		297	36.09		40	4.86		823	92.37		68	7.63		891	1.11		452	54.92		371	45.08
Bona Park	313	44.52		1	0.14		30	4.27		12	1.71		8	1.14		321	45.66		18	2.56		703	94.49		41	5.51		744	0.93		351	49.93		352	50.07
Brighton-Le-Sands	885	34.61		28	1.10		98	3.83		62	2.42		24	0.94		1333	52.13		127	4.97		2557	94.08		161	5.92		2718	3.40		1044	40.83		1513	59.17
Brighton North	453	40.88		5	0.45		49	4.42		20	1.81		14	1.26		515	46.48		52	4.69		1108	91.65		101	8.35		1209	1.51		522	47.11		586	52.89
Carlton	704	27.23		84	3.25		68	2.63		77	2.98		32	1.24		1527	59.07		93	3.60		2585	91.99		225	8.01		2810	3.51		872	33.73		1713	66.27
Carlton North	308	27.87		46	4.16		49	4.43		24	2.17		12	1.09		614	55.57		52	4.71		1105	92.70		87	7.30		1192	1.49		376	34.03		729	65.97
Carss Park	504	58.33		2	0.23		24	2.78		26	3.01		8	0.93		267	30.90		33	3.82		864	95.05		45	4.95		909	1.14		545	63.08		319	36.92
Clareville Park	1113	52.20		7	0.33		91	4.27		52	2.44		19	0.89		782	36.68		68	3.19		2132	93.10		158	6.90		2290	2.86		1235	57.93		897	42.07
Connells Point	1671	60.13		23	0.83		74	2.66		63	2.27		46	1.66		767	27.60		135	4.86		2779	94.43		164	5.57		2943	3.68		1829	65.82		950	34.18
Hurstville Central	460	33.24		81	5.85		53	3.83		28	2.02		15	1.08		687	49.64		60	4.34		1384	92.76		108	7.24		1492	1.86		549	39.67		835	60.33
Hurstville Grove	957	44.06		18	0.83		103	4.74		59	2.72		54	2.49		826	38.03		155	7.14		2172	94.60		124	5.40		2296	2.87		1148	52.85		1024	47.15
Hurstville South	206	37.05		16	2.88		17	3.06		17	3.06		13	2.34		256	46.04		31	5.58		556	94.24		34	5.76		590	0.74		249	44.78		307	55.22
