House of Representatives - 2001 Election: New South Wales																																									
First Preference Votes and TCP 																																									
By Candidate by Polling Place																																									

Greenway (85876)																																									
	BAWDEN			SHERWOOD			PETTITT			# MOSSFIELD			VLATKO			FRANCIS			TANDA			HOLDER			FORMAL			INFORMAL			TOTAL										
	Bob			Ted			Tony			Frank			Tony			Joseph			Amarjit Singh			Rick												Two Candidate Preferred							
	CTA			AFI			HAN			ALP			GRN			DEM			IND			LP												# MOSSFIELD ALP			 HOLDER LP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Blacktown Central	6	2.82		4	1.88		8	3.76		120	56.34		4	1.88		5	2.35		2	0.94		64	30.05		213	96.38		8	3.62		221	0.27		137	64.32		76	35.68			
Blacktown City	65	6.94		16	1.71		32	3.42		479	51.18		26	2.78		28	2.99		6	0.64		284	30.34		936	90.17		102	9.83		1038	1.27		576	61.54		360	38.46			
Blacktown East	134	4.90		65	2.38		184	6.73		1225	44.77		80	2.92		111	4.06		26	0.95		911	33.30		2736	93.09		203	6.91		2939	3.61		1543	56.40		1193	43.60			
Blacktown Hospital	11	3.63		3	0.99		10	3.30		182	60.07		8	2.64		12	3.96		3	0.99		74	24.42		303	92.10		26	7.90		329	0.40		213	70.30		90	29.70			
Blacktown North	108	8.08		17	1.27		89	6.66		638	47.75		23	1.72		23	1.72		12	0.90		426	31.89		1336	90.82		135	9.18		1471	1.81		765	57.26		571	42.74			
Blacktown South	108	5.08		35	1.65		143	6.73		1001	47.13		51	2.40		92	4.33		11	0.52		683	32.16		2124	90.11		233	9.89		2357	2.89		1235	58.15		889	41.85			
Blacktown West (Greenway)	63	5.16		25	2.05		98	8.02		571	46.73		49	4.01		45	3.68		6	0.49		365	29.87		1222	90.05		135	9.95		1357	1.67		721	59.00		501	41.00			
Dean Park	90	6.27		23	1.60		63	4.39		863	60.10		31	2.16		34	2.37		17	1.18		315	21.94		1436	93.37		102	6.63		1538	1.89		1011	70.40		425	29.60
Glenwood	145	4.09		48	1.36		107	3.02		1216	34.33		72	2.03		162	4.57		36	1.02		1756	49.58		3542	96.07		145	3.93		3687	4.53		1499	42.32		2043	57.68
Glenwood West	104	6.57		33	2.09		49	3.10		587	37.10		40	2.53		45	2.84		9	0.57		715	45.20		1582	93.00		119	7.00		1701	2.09		727	45.95		855	54.05
