House of Representatives - 2001 Election: New South Wales																																																
First Preference Votes and TCP 																																																
By Candidate by Polling Place																																																

Eden-Monaro (85815)																																																
	WHAN			CHAPMAN			PHILLIPS			BEAUMONT			SWIFT			VLUG			URQUHART			COCHRAN			# NAIRN			BRIDGES			FORMAL			INFORMAL			TOTAL			Two Candidate Preferred								
	Steve			Linda			Frank			Rosemary			Matthew			Peter			Steve			Peter			Gary			Barry												WHAN			# NAIRN					
	CLR			DEM			CTA			GRN			IND			NCP			IND			IND			LP			HAN												CLR			LP					
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%				
Adaminaby	74	22.84		4	1.23		0	0.00		6	1.85		14	4.32		2	0.62		0	0.00		53	16.36		161	49.69		10	3.09		324	93.91		21	6.09		345	0.42		104	32.10		220	67.90				
Araluen	23	26.44		1	1.15		0	0.00		8	9.20		0	0.00		0	0.00		0	0.00		6	6.90		43	49.43		6	6.90		87	94.57		5	5.43		92	0.11		33	37.93		54	62.07				
Batehaven	561	38.72		35	2.42		21	1.45		35	2.42		4	0.28		2	0.14		5	0.35		75	5.18		661	45.62		50	3.45		1449	95.02		76	4.98		1525	1.86		678	46.79		771	53.21				
Batemans Bay	890	37.01		55	2.29		57	2.37		71	2.95		4	0.17		0	0.00		8	0.33		126	5.24		1079	44.86		115	4.78		2405	94.91		129	5.09		2534	3.09		1092	45.41		1313	54.59				
Bega	629	33.14		42	2.21		24	1.26		81	4.27		5	0.26		3	0.16		26	1.37		141	7.43		864	45.52		83	4.37		1898	94.95		101	5.05		1999	2.43		837	44.10		1061	55.90				
Bega Central	413	35.03		37	3.14		8	0.68		44	3.73		2	0.17		1	0.08		1	0.08		97	8.23		533	45.21		43	3.65		1179	93.72		79	6.28		1258	1.53		531	45.04		648	54.96				
Bemboka	107	27.02		11	2.78		5	1.26		28	7.07		0	0.00		1	0.25		0	0.00		62	15.66		172	43.43		10	2.53		396	95.88		17	4.12		413	0.50		160	40.40		236	59.60				
Bermagui	560	40.88		23	1.68		21	1.53		104	7.59		0	0.00		2	0.15		36	2.63		29	2.12		519	37.88		76	5.55		1370	95.80		60	4.20		1430	1.74		754	55.04		616	44.96
Berridale	185	29.60		12	1.92		7	1.12		22	3.52		5	0.80		0	0.00		0	0.00		75	12.00		291	46.56		28	4.48		625	96.45		23	3.55		648	0.79		238	38.08		387	61.92
Bibbenluke	32	25.40		0	0.00		0	0.00		5	3.97		0	0.00		0	0.00		0	0.00		18	14.29		70	55.56		1	0.79		126	93.33		9	6.67		135	0.16		40	31.75		86	68.25
Bimbimbie	116	32.95		4	1.14		4	1.14		6	1.70		0	0.00		0	0.00		0	0.00		12	3.41		202	57.39		8	2.27		352	95.39		17	4.61		369	0.45		130	36.93		222	63.07
Bodalla	162	33.75		11	2.29		8	1.67		36	7.50		2	0.42		1	0.21		1	0.21		31	6.46		208	43.33		20	4.17		480	96.00		20	4.00		500	0.61		218	45.42		262	54.58
Bombala	341	33.01		11	1.06		5	0.48		13	1.26		3	0.29		0	0.00		4	0.39		153	14.81		443	42.88		60	5.81		1033	97.45		27	2.55		1060	1.29		401	38.82		632	61.18
Braidwood	347	30.74		44	3.90		5	0.44		96	8.50		1	0.09		2	0.18		2	0.18		135	11.96		447	39.59		50	4.43		1129	95.44		54	4.56		1183	1.44		531	47.03		598	52.97
Bredbo	76	31.67		6	2.50		0	0.00		6	2.50		1	0.42		0	0.00		1	0.42		42	17.50		92	38.33		16	6.67		240	95.24		12	4.76		252	0.31		105	43.75		135	56.25
Brogo	58	29.29		10	5.05		0	0.00		32	16.16		1	0.51		0	0.00		1	0.51		11	5.56		75	37.88		10	5.05		198	98.02		4	1.98		202	0.25		106	53.54		92	46.46
Broulee	321	40.74		26	3.30		8	1.02		112	14.21		3	0.38		1	0.13		0	0.00		25	3.17		265	33.63		27	3.43		788	95.86		34	4.14		822	1.00		463	58.76		325	41.24
