House of Representatives - 1993 Election															
First Preference Votes															
By Candidate by Vote Type  by Division															

New South Wales															

Banks (79242)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"KIRKMAN, Deborah"	IND	2182	3.36	212	4.62	12	4.84	59	3.02	57	2.81	0	2522	3.42
	"DAVARIS, Paul"	CTA	1520	2.34	105	2.29	2	0.81	57	2.92	42	2.07	0	1726	2.34
#	"MELHAM, Daryl"	ALP	35831	55.11	2412	52.61	165	66.53	932	47.75	1120	55.23	0	40460	54.8
	"FARLEIGH, Peter"	DEM	2270	3.49	212	4.62	7	2.82	84	4.3	69	3.4	0	2642	3.58
	"TAYLOR, Clive Arthur Adam"	LP	22525	34.64	1550	33.81	57	22.98	792	40.57	710	35.01	0	25634	34.72
	"HAY, John"	IND	689	1.06	94	2.05	5	2.02	28	1.43	30	1.48	0	846	1.15
		FORMAL	65017	96.5	4585	96.71	248	95.38	1952	97.75	2028	98.78	0	73830	96.61
		INFORMAL	2355	3.5	156	3.29	12	4.62	45	2.25	25	1.22	0	2593	3.39
		TOTAL	67372	88.16	4741	6.2	260	0.34	1997	2.61	2053	2.69	0	76423	96.44



Barton (80185)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"WHITE, Phil"	LP	24686	37.66	1342	36.06	124	27.37	1056	43.1	858	44.34	0	28066	37.87
#	"PUNCH, Gary"	ALP	36968	56.4	1980	53.2	297	65.56	1212	49.47	985	50.9	0	41442	55.92
	"McGARRY, Norm"	IND	453	0.69	59	1.59	2	0.44	25	1.02	6	0.31	0	545	0.74
	"ANDERSON, Troy"	DEM	1613	2.46	125	3.36	6	1.32	77	3.14	41	2.12	0	1862	2.51
	"MUDIE, Cathy"	CTA	981	1.5	80	2.15	6	1.32	24	0.98	27	1.4	0	1118	1.51
	"BALDING, Paul"	IND	305	0.47	37	0.99	4	0.88	16	0.65	3	0.16	0	365	0.49
	"GREEN, Ross"	IND	327	0.5	54	1.45	8	1.77	24	0.98	12	0.62	0	425	0.57
	"O'NEILL, Dafna"	NLP	215	0.33	45	1.21	6	1.32	16	0.65	3	0.16	0	285	0.38
		FORMAL	65548	95.81	3722	96.37	453	92.26	2450	97.61	1935	99.38	0	74108	95.96
		INFORMAL	2868	4.19	140	3.63	38	7.74	60	2.39	12	0.62	0	3118	4.04
		TOTAL	68416	88.59	3862	5	491	0.64	2510	3.25	1947	2.52	0	77226	96.31



Bennelong (79036)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
#	"HOWARD, John Winston"	LP	32250	49.78	2115	47.71	135	44.12	1205	52.05	1391	63.87	0	37096	50.12
	"DALGLIESH, Geoff"		510	0.79	41	0.92	3	0.98	10	0.43	6	0.28	0	570	0.77
