House of Representatives - 2001 Election: Victoria																																									
First Preference Votes and TCP																																									
By Candidate by Polling Place																																									

La Trobe (88269)																																									
	# CHARLES			SMITH			HOLLAND			STAINDL			VOIGT			SCOTT			DEAN			ALLEN			FORMAL			INFORMAL			TOTAL										
	Bob			Craig			Tony			Philip			Wolfgang			June			Frank			Jason												Two Candidate Preferred							
	LP			GRN			DEM			ALP			CTA			HAN			IND			IND												# CHARLES LP			 STAINDL ALP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Bayswater East	367	44.81		38	4.64		60	7.33		313	38.22		17	2.08		17	2.08		4	0.49		3	0.37		819	96.58		29	3.42		848	0.96		428	52.26		391	47.74			
Beaconsfield	891	55.31		88	5.46		109	6.77		454	28.18		22	1.37		29	1.80		12	0.74		6	0.37		1611	95.33		79	4.67		1690	1.91		1013	62.88		598	37.12			
Beaconsfield Upper	967	58.39		114	6.88		121	7.31		404	24.40		11	0.66		23	1.39		5	0.30		11	0.66		1656	96.79		55	3.21		1711	1.94		1082	65.34		574	34.66			
Belgrave	445	31.95		212	15.22		138	9.91		525	37.69		24	1.72		25	1.79		7	0.50		17	1.22		1393	96.60		49	3.40		1442	1.63		570	40.92		823	59.08			
Belgrave South	960	45.07		197	9.25		186	8.73		697	32.72		37	1.74		33	1.55		4	0.19		16	0.75		2130	95.69		96	4.31		2226	2.52		1133	53.19		997	46.81			
Berwick	2946	62.80		185	3.94		307	6.54		1138	24.26		36	0.77		54	1.15		12	0.26		13	0.28		4691	96.13		189	3.87		4880	5.53		3217	68.58		1474	31.42			
Berwick Lodge	1267	50.92		66	2.65		175	7.03		885	35.57		42	1.69		26	1.05		10	0.40		17	0.68		2488	95.00		131	5.00		2619	2.97		1433	57.60		1055	42.40			
Berwick South	1794	51.67		110	3.17		289	8.32		1141	32.86		49	1.41		53	1.53		17	0.49		19	0.55		3472	96.02		144	3.98		3616	4.10		2069	59.59		1403	40.41
Boronia	876	42.61		105	5.11		171	8.32		830	40.37		24	1.17		29	1.41		5	0.24		16	0.78		2056	95.72		92	4.28		2148	2.43		1014	49.32		1042	50.68
Boronia Central	554	43.79		95	7.51		79	6.25		487	38.50		13	1.03		23	1.82		2	0.16		12	0.95		1265	95.62		58	4.38		1323	1.50		629	49.72		636	50.28
