House of Representatives - 2001 Election: South Australia														
First Preference Votes and TCP														
By Candidate by Vote Type by Division														
														
Adelaide (86538)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"OSBORN, Lynne"	GRN	3798	5.85	441	8.21	40	7.87	218	7.31	141	3.76	4638	5.98
	"STANLEY, Tim"	ALP	24712	38.08	1696	31.56	177	34.84	886	29.69	1261	33.61	28732	37.07
#	"WORTH, Trish"	LP	28236	43.51	2310	42.98	202	39.76	1461	48.96	2049	54.61	34258	44.20
	"PEACOCK, Lee"	HAN	1352	2.08	130	2.42	11	2.17	52	1.74	85	2.27	1630	2.10
	"MANN, Sue"	DEM	6797	10.47	797	14.83	78	15.35	367	12.30	216	5.76	8255	10.65
		FORMAL	64895	94.71	5374	94.66	508	90.88	2984	96.98	3752	97.89	77513	94.91
		INFORMAL	3628	5.29	303	5.34	51	9.12	93	3.02	81	2.11	4156	5.09
		TOTAL	68523	83.90	5677	6.95	559	0.68	3077	3.77	3833	4.69	81669	94.37
Two Candidate Preferred														
	"STANLEY, Tim"	ALP	32857	50.63	2565	47.73	267	52.56	1325	44.40	1571	41.87	38585	49.78
#	"WORTH, Trish"	LP	32038	49.37	2809	52.27	241	47.44	1659	55.60	2181	58.13	38928	50.22
														
														
														
Barker (87836)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"DETCHON, David"	ALP	16653	24.00	847	21.21	216	30.73	719	26.18	533	17.33	18968	23.74
	"RIGNEY, Matt"	GRN	2207	3.18	198	4.96	44	6.26	114	4.15	66	2.15	2629	3.29
	"BALLINGER, Liz"	IND	2171	3.13	128	3.20	26	3.70	92	3.35	121	3.93	2538	3.18
	"WRIGHT, Dona"	HAN	5236	7.55	219	5.48	56	7.97	186	6.77	203	6.60	5900	7.38
	"CORNISH, Philip"	IND	995	1.43	51	1.28	16	2.28	44	1.60	61	1.98	1167	1.46
	"MILLER, Louise"	DEM	4645	6.69	427	10.69	57	8.11	203	7.39	172	5.59	5504	6.89
#	"SECKER, Patrick"	LP	37482	54.02	2124	53.18	288	40.97	1388	50.55	1919	62.41	43201	54.06
		FORMAL	69389	94.21	3994	95.14	703	92.38	2746	96.93	3075	98.62	79907	94.50
		INFORMAL	4261	5.79	204	4.86	58	7.62	87	3.07	43	1.38	4653	5.50
		TOTAL	73650	87.10	4198	4.96	761	0.90	2833	3.35	3118	3.69	84560	96.27
Two Candidate Preferred														
	"DETCHON, David"	ALP	23842	34.36	1394	34.90	323	45.95	1055	38.42	802	26.08	27416	34.31
#	"SECKER, Patrick"	LP	45547	65.64	2600	65.10	380	54.05	1691	61.58	2273	73.92	52491	65.69
														
														
														
Bonython (85484)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"HUNT, Rita"	NGST	2562	3.85	294	6.40	40	7.38	90	4.62	80	4.08	3066	4.05
	"BLAKE, Lisa"	GRN	1792	2.69	186	4.05	30	5.54	54	2.77	40	2.04	2102	2.78
	"CHOMEL, Brenton"	LP	19120	28.72	1348	29.34	99	18.27	625	32.10	630	32.16	21822	28.86
	"DENNIS, Mark A"	DEM	7028	10.56	586	12.75	46	8.49	174	8.94	150	7.66	7984	10.56
#	"EVANS, Martyn"	ALP	31902	47.92	1853	40.33	287	52.95	867	44.53	904	46.15	35813	47.36
	"MAHONEY, John"	HAN	4165	6.26	328	7.14	40	7.38	137	7.04	155	7.91	4825	6.38
		FORMAL	66569	92.43	4595	92.87	542	92.33	1947	96.24	1959	97.17	75612	92.67
		INFORMAL	5453	7.57	353	7.13	45	7.67	76	3.76	57	2.83	5984	7.33
		TOTAL	72022	88.27	4948	6.06	587	0.72	2023	2.48	2016	2.47	81596	95.45
Two Candidate Preferred														
	"CHOMEL, Brenton"	LP	26122	39.24	1971	42.89	182	33.58	827	42.48	822	41.96	29924	39.58
#	"EVANS, Martyn"	ALP	40447	60.76	2624	57.11	360	66.42	1120	57.52	1137	58.04	45688	60.42
														
														
														
Boothby (89617)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"MURPHY, Jim"	ALP	18073	25.68	1213	25.30	95	29.78	839	24.98	756	24.64	20976	25.61
	"STARLING, Paul"	IND	370	0.53	60	1.25	4	1.25	19	0.57	15	0.49	468	0.57
	"PRIDE, Jo"	DEM	13842	19.67	1066	22.24	80	25.08	616	18.34	347	11.31	15951	19.47
	"MANFIELD, William"		120	0.17	20	0.42	3	0.94	6	0.18	5	0.16	154	0.19
	"DRUMMOND, Michelle"	GRN	2065	2.93	241	5.03	12	3.76	134	3.99	64	2.09	2516	3.07
	"PIECHNICK, Daniel"	HAN	1846	2.62	101	2.11	10	3.13	97	2.89	97	3.16	2151	2.63
	"KING, Jack"	IND	385	0.55	38	0.79	2	0.63	11	0.33	5	0.16	441	0.54
#	"SOUTHCOTT, Andrew"	LP	33674	47.85	2055	42.87	113	35.42	1637	48.73	1779	57.99	39258	47.93
		FORMAL	70375	95.27	4794	95.31	319	92.46	3359	97.84	3068	98.46	81915	95.48
		INFORMAL	3496	4.73	236	4.69	26	7.54	74	2.16	48	1.54	3880	4.52
		TOTAL	73871	86.10	5030	5.86	345	0.40	3433	4.00	3116	3.63	85795	95.74
Two Candidate Preferred														
	"MURPHY, Jim"	ALP	30105	42.78	2176	45.39	172	53.92	1411	42.01	1069	34.84	34933	42.65
#	"SOUTHCOTT, Andrew"	LP	40270	57.22	2618	54.61	147	46.08	1948	57.99	1999	65.16	46982	57.35
														
														
														
Grey (85745)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"O'NEILL, Con"	ALP	21348	32.09	1171	26.99	221	44.92	1019	34.72	586	18.81	24345	31.45
