House of Representatives - 2001 Election: South Australia																																
First Preference Votes and TCP																																
By Candidate by Polling Place																																

Adelaide (86538)																																
	OSBORN			STANLEY			# WORTH			PEACOCK			MANN			FORMAL			INFORMAL			TOTAL										
	Lynne			Tim			Trish			Lee			Sue												Two Candidate Preferred							
	GRN			ALP			LP			HAN			DEM												 STANLEY ALP			# WORTH LP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Adelaide (Adelaide)	33	10.31		109	34.06		112	35.00		7	2.19		59	18.44		320	94.96		17	5.04		337	0.41		187	58.44		133	41.56			
Adelaide East	87	9.75		258	28.92		422	47.31		12	1.35		113	12.67		892	96.75		30	3.25		922	1.13		420	47.09		472	52.91			
Adelaide Hospital	44	12.68		93	26.80		149	42.94		5	1.44		56	16.14		347	94.04		22	5.96		369	0.45		164	47.26		183	52.74			
Adelaide South	170	10.69		591	37.15		605	38.03		16	1.01		209	13.14		1591	95.67		72	4.33		1663	2.04		894	56.19		697	43.81			
Adelaide West	36	9.40		175	45.69		110	28.72		7	1.83		55	14.36		383	95.27		19	4.73		402	0.49		249	65.01		134	34.99			
Black Forest East	125	6.23		701	34.95		892	44.47		26	1.30		262	13.06		2006	96.30		77	3.70		2083	2.55		992	49.45		1014	50.55			
Blair Athol North	39	2.87		742	54.56		417	30.66		43	3.16		119	8.75		1360	91.95		119	8.05		1479	1.81		873	64.19		487	35.81			
Broadview	75	3.90		609	31.64		1012	52.57		28	1.45		201	10.44		1925	96.01		80	3.99		2005	2.46		796	41.35		1129	58.65
Brompton	131	10.00		613	46.79		354	27.02		31	2.37		181	13.82		1310	94.79		72	5.21		1382	1.69		878	67.02		432	32.98
Clarence Park	70	6.24		333	29.71		566	50.49		21	1.87		131	11.69		1121	96.31		43	3.69		1164	1.43		473	42.19		648	57.81
College Park	84	7.27		321	27.79		613	53.07		22	1.90		115	9.96		1155	95.06		60	4.94		1215	1.49		464	40.17		691	59.83
Croydon (Adelaide)	20	6.02		174	52.41		103	31.02		9	2.71		26	7.83		332	93.26		24	6.74		356	0.44		216	65.06		116	34.94
Croydon Park	34	2.07		975	59.38		457	27.83		66	4.02		110	6.70		1642	90.92		164	9.08		1806	2.21		1105	67.30		537	32.70
