	House of Representatives - 2001 Election: South Australia																											
	Distribution of Preferences																											
	By Polling Place																											
																												
Boothby																												
				MURPHY			STARLING			PRIDE			MANFIELD			DRUMMOND			PIECHNICK			KING			SOUTHCOTT			
				Jim			Paul			Jo			William			Michelle			Daniel			Jack			Andrew			
				ALP			IND			DEM						GRN			HAN			IND			LP			
	Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total
Aberfoyle Park North (Boothby)                                 																												
	FIRST			113	20.85		5	0.92		119	21.96		0	0.00		11	2.03		17	3.14		2	0.37		275	50.74		542
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		113	20.85		5	0.92		119	21.96					11	2.03		17	3.14		2	0.37		275	50.74		542
	THIRD			1	50.00		0	0.00		0	0.00					0	0.00		1	50.00			Excluded		0	0.00		2
		TOTAL		114	21.03		5	0.92		119	21.96					11	2.03		18	3.32					275	50.74		542
	FOURTH			1	20.00			Excluded		3	60.00					0	0.00		0	0.00					1	20.00		5
		TOTAL		115	21.22					122	22.51					11	2.03		18	3.32					276	50.92		542
	FIFTH			4	22.22					4	22.22					2	11.11			Excluded					8	44.44		18
		TOTAL		119	21.96					126	23.25					13	2.40								284	52.40		542
	SIXTH			2	15.38					11	84.62						Excluded								0	0.00		13
		TOTAL		121	22.32					137	25.28														284	52.40		542
	SEVENTH			85	62.04						Excluded														52	37.96		137
		TOTAL		206	38.01																				336	61.99		542
																									Elected			
																												
Adelaide (Boothby)                                             																												
	FIRST			30	26.32		0	0.00		33	28.95		0	0.00		6	5.26		1	0.88		0	0.00		44	38.60		114
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		30	26.32		0	0.00		33	28.95					6	5.26		1	0.88		0	0.00		44	38.60		114
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0
		TOTAL		30	26.32		0	0.00		33	28.95					6	5.26		1	0.88					44	38.60		114
	FOURTH			0	0.00			Excluded		0	0.00					0	0.00		0	0.00					0	0.00		0
		TOTAL		30	26.32					33	28.95					6	5.26		1	0.88					44	38.60		114
	FIFTH			1	100.00					0	0.00					0	0.00			Excluded					0	0.00		1
		TOTAL		31	27.19					33	28.95					6	5.26								44	38.60		114
	SIXTH			1	16.67					4	66.67						Excluded								1	16.67		6
		TOTAL		32	28.07					37	32.46														45	39.47		114
	SEVENTH			20	54.05						Excluded														17	45.95		37
		TOTAL		52	45.61																				62	54.39		114
																									Elected			
																												
Bedford Park                                                   																												
	FIRST			194	27.36		4	0.56		169	23.84		3	0.42		28	3.95		19	2.68		5	0.71		287	40.48		709
	SECOND			1	33.33		0	0.00		1	33.33			Excluded		1	33.33		0	0.00		0	0.00		0	0.00		3
		TOTAL		195	27.50		4	0.56		170	23.98					29	4.09		19	2.68		5	0.71		287	40.48		709
	THIRD			0	0.00		2	40.00		2	40.00					0	0.00		0	0.00			Excluded		1	20.00		5
		TOTAL		195	27.50		6	0.85		172	24.26					29	4.09		19	2.68					288	40.62		709
	FOURTH			0	0.00			Excluded		2	33.33					2	33.33		1	16.67					1	16.67		6
		TOTAL		195	27.50					174	24.54					31	4.37		20	2.82					289	40.76		709
	FIFTH			4	20.00					3	15.00					5	25.00			Excluded					8	40.00		20
		TOTAL		199	28.07					177	24.96					36	5.08								297	41.89		709
	SIXTH			7	19.44					24	66.67						Excluded								5	13.89		36
		TOTAL		206	29.06					201	28.35														302	42.60		709
	SEVENTH			133	66.17						Excluded														68	33.83		201
		TOTAL		339	47.81																				370	52.19		709
																									Elected			
																												
Belair                                                         																												
	FIRST			796	20.06		15	0.38		1031	25.98		3	0.08		172	4.33		73	1.84		39	0.98		1840	46.36		3969
	SECOND			0	0.00		1	33.33		1	33.33			Excluded		0	0.00		0	0.00		0	0.00		1	33.33		3
		TOTAL		796	20.06		16	0.40		1032	26.00					172	4.33		73	1.84		39	0.98		1841	46.38		3969
	THIRD			3	7.69		6	15.38		9	23.08					4	10.26		5	12.82			Excluded		12	30.77		39
		TOTAL		799	20.13		22	0.55		1041	26.23					176	4.43		78	1.97					1853	46.69		3969
	FOURTH			6	27.27			Excluded		6	27.27					5	22.73		0	0.00					5	22.73		22
		TOTAL		805	20.28					1047	26.38					181	4.56		78	1.97					1858	46.81		3969
	FIFTH			30	38.46					8	10.26					13	16.67			Excluded					27	34.62		78
		TOTAL		835	21.04					1055	26.58					194	4.89								1885	47.49		3969
	SIXTH			44	22.68					121	62.37						Excluded								29	14.95		194
		TOTAL		879	22.15					1176	29.63														1914	48.22		3969
	SEVENTH			813	69.13						Excluded														363	30.87		1176
		TOTAL		1692	42.63																				2277	57.37		3969
																									Elected			
																												
Bellevue Heights                                               																												
	FIRST			402	21.36		13	0.69		392	20.83		2	0.11		48	2.55		41	2.18		4	0.21		980	52.07		1882
	SECOND			0	0.00		0	0.00		1	50.00			Excluded		1	50.00		0	0.00		0	0.00		0	0.00		2
		TOTAL		402	21.36		13	0.69		393	20.88					49	2.60		41	2.18		4	0.21		980	52.07		1882
	THIRD			0	0.00		0	0.00		1	25.00					1	25.00		2	50.00			Excluded		0	0.00		4
		TOTAL		402	21.36		13	0.69		394	20.94					50	2.66		43	2.28					980	52.07		1882
	FOURTH			0	0.00			Excluded		6	46.15					2	15.38		1	7.69					4	30.77		13
		TOTAL		402	21.36					400	21.25					52	2.76		44	2.34					984	52.28		1882
