House of Representatives - 2001 Election: South Australia																																									
First Preference Votes and TCP																																									
By Candidate by Polling Place																																									

Boothby (89617)																																									
	MURPHY			STARLING			PRIDE			MANFIELD			DRUMMOND			PIECHNICK			KING			# SOUTHCOTT			FORMAL			INFORMAL			TOTAL										
	Jim			Paul			Jo			William			Michelle			Daniel			Jack			Andrew												Two Candidate Preferred							
	ALP			IND			DEM						GRN			HAN			IND			LP												 MURPHY ALP			# SOUTHCOTT LP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Aberfoyle Park North (Boothby)	113	20.85		5	0.92		119	21.96		0	0.00		11	2.03		17	3.14		2	0.37		275	50.74		542	94.59		31	5.41		573	0.67		206	38.01		336	61.99			
Adelaide (Boothby)	30	26.32		0	0.00		33	28.95		0	0.00		6	5.26		1	0.88		0	0.00		44	38.60		114	94.21		7	5.79		121	0.14		52	45.61		62	54.39			
Bedford Park	194	27.36		4	0.56		169	23.84		3	0.42		28	3.95		19	2.68		5	0.71		287	40.48		709	94.41		42	5.59		751	0.88		339	47.81		370	52.19			
Belair	796	20.06		15	0.38		1031	25.98		3	0.08		172	4.33		73	1.84		39	0.98		1840	46.36		3969	95.89		170	4.11		4139	4.82		1692	42.63		2277	57.37			
Bellevue Heights	402	21.36		13	0.69		392	20.83		2	0.11		48	2.55		41	2.18		4	0.21		980	52.07		1882	96.22		74	3.78		1956	2.28		725	38.52		1157	61.48			
Blackwood	415	17.95		10	0.43		555	24.01		10	0.43		110	4.76		45	1.95		20	0.87		1147	49.61		2312	96.90		74	3.10		2386	2.78		935	40.44		1377	59.56			
Blackwood Central	265	19.60		4	0.30		351	25.96		4	0.30		70	5.18		12	0.89		8	0.59		638	47.19		1352	96.09		55	3.91		1407	1.64		586	43.34		766	56.66			
Brighton	773	23.64		12	0.37		498	15.23		8	0.24		115	3.52		89	2.72		15	0.46		1760	53.82		3270	95.84		142	4.16		3412	3.98		1248	38.17		2022	61.83
Brighton South	271	26.54		1	0.10		146	14.30		1	0.10		37	3.62		30	2.94		2	0.20		533	52.20		1021	96.23		40	3.77		1061	1.24		410	40.16		611	59.84
Clapham	350	17.93		12	0.61		442	22.64		5	0.26		74	3.79		35	1.79		4	0.20		1030	52.77		1952	95.31		96	4.69		2048	2.39		728	37.30		1224	62.70
Clarence Gardens	239	28.55		5	0.60		164	19.59		0	0.00		26	3.11		13	1.55		5	0.60		385	46.00		837	95.22		42	4.78		879	1.02		354	42.29		483	57.71
Colonel Light Gardens	465	25.58		10	0.55		436	23.98		0	0.00		39	2.15		42	2.31		8	0.44		818	44.99		1818	96.14		73	3.86		1891	2.20		809	44.50		1009	55.50
