Senate - 2001 Election: Western Australia																																																																																																																																																																																																																																																															
First Preference Votes by Candidate																																																																																																																																																																																																																																																															
By Polling Place																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																															
Brand (78366)																																																																																																																																																																																																																																																															
			 A 												 B 												 C Taxi Operators Political Service (Oceania)												 D Christian Democratic Party (Fred Nile Group)												 E Citizens Electoral Council of Australia												 F Liberal Party (W.A. Division) Inc.																								 G National Party of Australia (WA) Inc												 H Unity - Say No To Hanson												 I Pauline Hanson's One Nation																		 J liberals for forests												 K 												 L Curtin Labor Alliance												 M 												 N Progressive Labour Party												 O Australian Democrats															 P Australian Labor Party (Western Australian Branch)																		 Q The Greens (WA) Inc																		Ungrouped															
	    		TICKET VOTES			DALTON			DALTON			Group Total			TICKET VOTES			TAYLOR			SHEIL			Group Total			TICKET VOTES			BATESON			KENNEDY			Group Total			TICKET VOTES			MOSELEY			WATTERSON			Group Total			TICKET VOTES			ROBINSON			WATSON			Group Total			TICKET VOTES			# EGGLESTON			# JOHNSTON			# LIGHTFOOT			CRANE			KEOGH			HALLETT			Group Total			TICKET VOTES			COWAN			DAY			Group Total			TICKET VOTES			HWANG			CHIN			Group Total			TICKET VOTES			CAMPBELL			KENWORTHY			DANIELS			DAVID			Group Total			TICKET VOTES			DAVENPORT			HARRIS			Group Total			TICKET VOTES			NESCI			SCHNEIDER			Group Total			TICKET VOTES			BENNETT			BENNETT			Group Total			TICKET VOTES			ISAACS			WATSON			Group Total			TICKET VOTES			LUPI			WHOOLEY			Group Total			TICKET VOTES			# MURRAY			HODGSON			MEYER			Group Total			TICKET VOTES			# BISHOP			# WEBBER			CUOMO			WAUGH			Group Total			TICKET VOTES			SIEWERT			BELL			SMITH			ZED			Group Total			LEE			Ungrouped Total			FORMAL			INFORMAL		TOTAL				
	    					Jim			Kate									Geoff			Henry									Alan			Ramon									Justin			Kerry									Jean			John									Alan			David			Ross			Winston			Kim			Nigel									Hendy			Margaret									Eddie			Nicholas									Graeme			Gerry			Marye			Peter									Liz			Arthur									Frank			Renu									Adrian			June									Clarrie			Daniel									Mary			Helen									Andrew			Helen			Damian									Mark			Ruth			Mark			Gavin Bruce									Rachel			Lee			Paul			Jenna						Jennifer															
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%	Vote	%			
	Baldivis		7	0.52		0	0.00		1	0.07		8	0.60		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	1.05		0	0.00		0	0.00		14	1.05		1	0.07		0	0.00		0	0.00		1	0.07		571	42.68		3	0.22		1	0.07		0	0.00		3	0.22		0	0.00		1	0.07		579	43.27		12	0.90		4	0.30		0	0.00		16	1.20		0	0.00		0	0.00		0	0.00		0	0.00		87	6.50		18	1.35		0	0.00		0	0.00		2	0.15		107	8.00		37	2.77		5	0.37		1	0.07		43	3.21		0	0.00		0	0.00		0	0.00		0	0.00		4	0.30		0	0.00		0	0.00		4	0.30		0	0.00		0	0.00		0	0.00		0	0.00		6	0.45		0	0.00		0	0.00		6	0.45		57	4.26		8	0.60		0	0.00		0	0.00		65	4.86		422	31.54		5	0.37		0	0.00		0	0.00		0	0.00		427	31.91		57	4.26		9	0.67		0	0.00		0	0.00		0	0.00		66	4.93		2	0.15		2	0.15		1338	97.81		30	2.19	1368	1.83			
	Calista		15	0.59		3	0.12		0	0.00		18	0.71		2	0.08		0	0.00		0	0.00		2	0.08		5	0.20		0	0.00		0	0.00		5	0.20		35	1.39		1	0.04		0	0.00		36	1.43		6	0.24		0	0.00		0	0.00		6	0.24		509	20.15		7	0.28		0	0.00		1	0.04		1	0.04		0	0.00		0	0.00		518	20.51		10	0.40		1	0.04		0	0.00		11	0.44		0	0.00		0	0.00		0	0.00		0	0.00		206	8.16		10	0.40		1	0.04		2	0.08		3	0.12		222	8.79		52	2.06		1	0.04		1	0.04		54	2.14		0	0.00		0	0.00		0	0.00		0	0.00		7	0.28		0	0.00		0	0.00		7	0.28		0	0.00		0	0.00		0	0.00		0	0.00		44	1.74		0	0.00		0	0.00		44	1.74		119	4.71		8	0.32		0	0.00		0	0.00		127	5.03		1365	54.04		11	0.44		1	0.04		0	0.00		1	0.04		1378	54.55		87	3.44		10	0.40		0	0.00		0	0.00		1	0.04		98	3.88		0	0.00		0	0.00		2526	96.49		92	3.51	2618	3.49			
	Coodanup		9	0.51		1	0.06		0	0.00		10	0.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		17	0.96		2	0.11		0	0.00		19	1.08		2	0.11		0	0.00		1	0.06		3	0.17		525	29.75		3	0.17		1	0.06		0	0.00		6	0.34		0	0.00		0	0.00		535	30.31		5	0.28		1	0.06		0	0.00		6	0.34		3	0.17		0	0.00		0	0.00		3	0.17		157	8.90		10	0.57		0	0.00		0	0.00		0	0.00		167	9.46		21	1.19		3	0.17		0	0.00		24	1.36		0	0.00		0	0.00		0	0.00		0	0.00		4	0.23		0	0.00		0	0.00		4	0.23		0	0.00		0	0.00		0	0.00		0	0.00		15	0.85		0	0.00		0	0.00		15	0.85		49	2.78		6	0.34		1	0.06		0	0.00		56	3.17		838	47.48		7	0.40		1	0.06		1	0.06		1	0.06		848	48.05		69	3.91		4	0.23		0	0.00		0	0.00		0	0.00		73	4.14		2	0.11		2	0.11		1765	95.30		87	4.70	1852	2.47			
	Cooloongup		17	0.42		1	0.02		0	0.00		18	0.44		1	0.02		1	0.02		0	0.00		2	0.05		3	0.07		0	0.00		0	0.00		3	0.07		22	0.54		3	0.07		0	0.00		25	0.61		4	0.10		0	0.00		0	0.00		4	0.10		868	21.22		6	0.15		1	0.02		1	0.02		2	0.05		0	0.00		0	0.00		878	21.46		18	0.44		2	0.05		0	0.00		20	0.49		0	0.00		0	0.00		0	0.00		0	0.00		313	7.65		14	0.34		0	0.00		0	0.00		0	0.00		327	7.99		98	2.40		6	0.15		0	0.00		104	2.54		0	0.00		0	0.00		0	0.00		0	0.00		17	0.42		0	0.00		0	0.00		17	0.42		0	0.00		0	0.00		0	0.00		0	0.00		28	0.68		1	0.02		0	0.00		29	0.71		139	3.40		9	0.22		0	0.00		1	0.02		149	3.64		2336	57.10		22	0.54		1	0.02		1	0.02		0	0.00		2360	57.69		146	3.57		6	0.15		1	0.02		0	0.00		1	0.02		154	3.76		1	0.02		1	0.02		4091	96.87		132	3.13	4223	5.64			
	Golden Bay		5	0.59		2	0.24		0	0.00		7	0.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	1.65		0	0.00		0	0.00		14	1.65		1	0.12		0	0.00		0	0.00		1	0.12		291	34.24		3	0.35		0	0.00		1	0.12		3	0.35		0	0.00		0	0.00		298	35.06		11	1.29		4	0.47		0	0.00		15	1.76		2	0.24		0	0.00		0	0.00		2	0.24		70	8.24		5	0.59		0	0.00		0	0.00		1	0.12		76	8.94		18	2.12		3	0.35		0	0.00		21	2.47		0	0.00		0	0.00		0	0.00		0	0.00		2	0.24		0	0.00		0	0.00		2	0.24		0	0.00		0	0.00		0	0.00		0	0.00		5	0.59		1	0.12		0	0.00		6	0.71		36	4.24		1	0.12		0	0.00		0	0.00		37	4.35		313	36.82		3	0.35		0	0.00		0	0.00		0	0.00		316	37.18		49	5.76		5	0.59		0	0.00		1	0.12		0	0.00		55	6.47		0	0.00		0	0.00		850	95.61		39	4.39	889	1.19			
	Greenfields		12	0.47		0	0.00		0	0.00		12	0.47		1	0.04		1	0.04		0	0.00		2	0.08		2	0.08		0	0.00		0	0.00		2	0.08		24	0.94		2	0.08		1	0.04		27	1.06		4	0.16		0	0.00		0	0.00		4	0.16		803	31.60		1	0.04		0	0.00		1	0.04		5	0.20		1	0.04		0	0.00		811	31.92		16	0.63		3	0.12		0	0.00		19	0.75		1	0.04		0	0.00		0	0.00		1	0.04		200	7.87		18	0.71		0	0.00		0	0.00		0	0.00		218	8.58		35	1.38		2	0.08		0	0.00		37	1.46		3	0.12		1	0.04		0	0.00		4	0.16		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	0.55		0	0.00		0	0.00		14	0.55		78	3.07		6	0.24		1	0.04		0	0.00		85	3.35		1213	47.74		14	0.55		1	0.04		1	0.04		0	0.00		1229	48.37		66	2.60		8	0.31		1	0.04		0	0.00		0	0.00		75	2.95		1	0.04		1	0.04		2541	96.00		106	4.00	2647	3.53			
	Greenfields East		3	0.23		0	0.00		0	0.00		3	0.23		0	0.00		0	0.00		0	0.00		0	0.00		4	0.30		0	0.00		0	0.00		4	0.30		17	1.28		2	0.15		0	0.00		19	1.43		4	0.30		0	0.00		0	0.00		4	0.30		409	30.87		4	0.30		1	0.08		0	0.00		2	0.15		0	0.00		0	0.00		416	31.40		11	0.83		2	0.15		0	0.00		13	0.98		0	0.00		0	0.00		0	0.00		0	0.00		108	8.15		8	0.60		0	0.00		0	0.00		0	0.00		116	8.75		24	1.81		3	0.23		2	0.15		29	2.19		0	0.00		0	0.00		0	0.00		0	0.00		7	0.53		0	0.00		0	0.00		7	0.53		0	0.00		0	0.00		0	0.00		0	0.00		13	0.98		0	0.00		0	0.00		13	0.98		41	3.09		4	0.30		0	0.00		0	0.00		45	3.40		596	44.98		6	0.45		1	0.08		0	0.00		0	0.00		603	45.51		49	3.70		4	0.30		0	0.00		0	0.00		0	0.00		53	4.00		0	0.00		0	0.00		1325	95.53		62	4.47	1387	1.85			
	Hillman		7	0.36		3	0.15		0	0.00		10	0.51		1	0.05		1	0.05		0	0.00		2	0.10		1	0.05		0	0.00		0	0.00		1	0.05		22	1.12		1	0.05		0	0.00		23	1.17		1	0.05		0	0.00		0	0.00		1	0.05		439	22.28		4	0.20		0	0.00		4	0.20		0	0.00		0	0.00		0	0.00		447	22.69		7	0.36		1	0.05		0	0.00		8	0.41		0	0.00		0	0.00		0	0.00		0	0.00		146	7.41		8	0.41		0	0.00		0	0.00		1	0.05		155	7.87		53	2.69		5	0.25		0	0.00		58	2.94		0	0.00		0	0.00		0	0.00		0	0.00		5	0.25		1	0.05		0	0.00		6	0.30		0	0.00		0	0.00		0	0.00		0	0.00		23	1.17		1	0.05		0	0.00		24	1.22		62	3.15		4	0.20		2	0.10		1	0.05		69	3.50		1068	54.21		11	0.56		1	0.05		0	0.00		0	0.00		1080	54.82		78	3.96		7	0.36		0	0.00		0	0.00		1	0.05		86	4.37		0	0.00		0	0.00		1970	96.57		70	3.43	2040	2.72			
	Hope Valley		2	0.42		0	0.00		0	0.00		2	0.42		1	0.21		0	0.00		0	0.00		1	0.21		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		163	34.24		3	0.63		0	0.00		4	0.84		8	1.68		1	0.21		0	0.00		179	37.61		4	0.84		1	0.21		0	0.00		5	1.05		0	0.00		0	0.00		0	0.00		0	0.00		38	7.98		4	0.84		0	0.00		0	0.00		0	0.00		42	8.82		8	1.68		1	0.21		0	0.00		9	1.89		0	0.00		0	0.00		0	0.00		0	0.00		2	0.42		1	0.21		0	0.00		3	0.63		0	0.00		0	0.00		0	0.00		0	0.00		2	0.42		0	0.00		0	0.00		2	0.42		13	2.73		2	0.42		0	0.00		0	0.00		15	3.15		181	38.03		4	0.84		1	0.21		0	0.00		1	0.21		187	39.29		23	4.83		3	0.63		0	0.00		3	0.63		1	0.21		30	6.30		1	0.21		1	0.21		476	96.36		18	3.64	494	0.66			
	Leda		5	0.30		0	0.00		0	0.00		5	0.30		3	0.18		2	0.12		0	0.00		5	0.30		1	0.06		0	0.00		0	0.00		1	0.06		13	0.79		2	0.12		0	0.00		15	0.91		0	0.00		1	0.06		0	0.00		1	0.06		357	21.74		5	0.30		1	0.06		0	0.00		2	0.12		0	0.00		0	0.00		365	22.23		9	0.55		0	0.00		0	0.00		9	0.55		0	0.00		0	0.00		0	0.00		0	0.00		132	8.04		6	0.37		0	0.00		0	0.00		0	0.00		138	8.40		31	1.89		0	0.00		2	0.12		33	2.01		1	0.06		0	0.00		0	0.00		1	0.06		4	0.24		0	0.00		0	0.00		4	0.24		0	0.00		1	0.06		0	0.00		1	0.06		14	0.85		0	0.00		0	0.00		14	0.85		78	4.75		3	0.18		1	0.06		1	0.06		83	5.05		866	52.74		9	0.55		0	0.00		1	0.06		0	0.00		876	53.35		75	4.57		11	0.67		1	0.06		1	0.06		0	0.00		88	5.36		3	0.18		3	0.18		1642	97.04		50	2.96	1692	2.26			
