Senate - 2001 Election: Western Australia																																																																																																																																																																																																																																																													
First Preference Votes by Candidate																																																																																																																																																																																																																																																													
By Polling Place																																																																																																																																																																																																																																																													

Fremantle (80927)																																																																																																																																																																																																																																																													
			 A 												 B 												 C Taxi Operators Political Service (Oceania)												 D Christian Democratic Party (Fred Nile Group)												 E Citizens Electoral Council of Australia												 F Liberal Party (W.A. Division) Inc.																								 G National Party of Australia (WA) Inc												 H Unity - Say No To Hanson												 I Pauline Hanson's One Nation																		 J liberals for forests												 K 												 L Curtin Labor Alliance												 M 												 N Progressive Labour Party												 O Australian Democrats															 P Australian Labor Party (Western Australian Branch)																		 Q The Greens (WA) Inc																		Ungrouped													
	    		TICKET VOTES			DALTON			DALTON			Group Total			TICKET VOTES			TAYLOR			SHEIL			Group Total			TICKET VOTES			BATESON			KENNEDY			Group Total			TICKET VOTES			MOSELEY			WATTERSON			Group Total			TICKET VOTES			ROBINSON			WATSON			Group Total			TICKET VOTES			# EGGLESTON			# JOHNSTON			# LIGHTFOOT			CRANE			KEOGH			HALLETT			Group Total			TICKET VOTES			COWAN			DAY			Group Total			TICKET VOTES			HWANG			CHIN			Group Total			TICKET VOTES			CAMPBELL			KENWORTHY			DANIELS			DAVID			Group Total			TICKET VOTES			DAVENPORT			HARRIS			Group Total			TICKET VOTES			NESCI			SCHNEIDER			Group Total			TICKET VOTES			BENNETT			BENNETT			Group Total			TICKET VOTES			ISAACS			WATSON			Group Total			TICKET VOTES			LUPI			WHOOLEY			Group Total			TICKET VOTES			# MURRAY			HODGSON			MEYER			Group Total			TICKET VOTES			# BISHOP			# WEBBER			CUOMO			WAUGH			Group Total			TICKET VOTES			SIEWERT			BELL			SMITH			ZED			Group Total			LEE			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
	    					Jim			Kate									Geoff			Henry									Alan			Ramon									Justin			Kerry									Jean			John									Alan			David			Ross			Winston			Kim			Nigel									Hendy			Margaret									Eddie			Nicholas									Graeme			Gerry			Marye			Peter									Liz			Arthur									Frank			Renu									Adrian			June									Clarrie			Daniel									Mary			Helen									Andrew			Helen			Damian									Mark			Ruth			Mark			Gavin Bruce									Rachel			Lee			Paul			Jenna						Jennifer													
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%
	Atwell		7	0.26		2	0.07		0	0.00		9	0.34		1	0.04		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		0	0.00		0	0.00		39	1.46		4	0.15		0	0.00		43	1.61		0	0.00		0	0.00		0	0.00		0	0.00		1044	39.06		12	0.45		2	0.07		4	0.15		4	0.15		0	0.00		1	0.04		1067	39.92		16	0.60		4	0.15		0	0.00		20	0.75		4	0.15		0	0.00		0	0.00		4	0.15		152	5.69		7	0.26		0	0.00		0	0.00		0	0.00		159	5.95		22	0.82		3	0.11		0	0.00		25	0.94		0	0.00		0	0.00		0	0.00		0	0.00		3	0.11		0	0.00		0	0.00		3	0.11		0	0.00		0	0.00		0	0.00		0	0.00		19	0.71		0	0.00		0	0.00		19	0.71		221	8.27		13	0.49		1	0.04		1	0.04		236	8.83		970	36.29		13	0.49		1	0.04		0	0.00		1	0.04		985	36.85		92	3.44		9	0.34		0	0.00		0	0.00		0	0.00		101	3.78		1	0.04		1	0.04		2673	97.59		66	2.41		2739	3.55
	Beaconsfield		7	0.35		3	0.15		0	0.00		10	0.50		3	0.15		2	0.10		1	0.05		6	0.30		0	0.00		1	0.05		0	0.00		1	0.05		8	0.40		0	0.00		0	0.00		8	0.40		2	0.10		0	0.00		0	0.00		2	0.10		451	22.70		5	0.25		2	0.10		2	0.10		2	0.10		0	0.00		0	0.00		462	23.25		25	1.26		3	0.15		0	0.00		28	1.41		0	0.00		0	0.00		0	0.00		0	0.00		46	2.32		3	0.15		0	0.00		0	0.00		1	0.05		50	2.52		12	0.60		2	0.10		1	0.05		15	0.75		1	0.05		0	0.00		0	0.00		1	0.05		9	0.45		1	0.05		0	0.00		10	0.50		0	0.00		5	0.25		0	0.00		5	0.25		17	0.86		0	0.00		0	0.00		17	0.86		102	5.13		15	0.75		3	0.15		0	0.00		120	6.04		844	42.48		26	1.31		2	0.10		2	0.10		0	0.00		874	43.99		286	14.39		91	4.58		1	0.05		0	0.00		0	0.00		378	19.02		0	0.00		0	0.00		1987	93.11		147	6.89		2134	2.77
	Beeliar		0	0.00		0	0.00		0	0.00		0	0.00		1	0.14		0	0.00		0	0.00		1	0.14		1	0.14		0	0.00		0	0.00		1	0.14		13	1.85		0	0.00		0	0.00		13	1.85		2	0.28		0	0.00		0	0.00		2	0.28		243	34.57		3	0.43		0	0.00		2	0.28		3	0.43		0	0.00		0	0.00		251	35.70		5	0.71		1	0.14		0	0.00		6	0.85		0	0.00		0	0.00		0	0.00		0	0.00		35	4.98		4	0.57		0	0.00		0	0.00		0	0.00		39	5.55		5	0.71		0	0.00		0	0.00		5	0.71		0	0.00		0	0.00		0	0.00		0	0.00		4	0.57		1	0.14		0	0.00		5	0.71		0	0.00		0	0.00		0	0.00		0	0.00		6	0.85		0	0.00		0	0.00		6	0.85		37	5.26		2	0.28		2	0.28		0	0.00		41	5.83		296	42.11		2	0.28		0	0.00		0	0.00		1	0.14		299	42.53		27	3.84		5	0.71		0	0.00		0	0.00		0	0.00		32	4.55		2	0.28		2	0.28		703	97.77		16	2.23		719	0.93
	Bibra Lake		12	0.47		4	0.16		0	0.00		16	0.62		8	0.31		3	0.12		0	0.00		11	0.43		2	0.08		0	0.00		0	0.00		2	0.08		35	1.36		2	0.08		0	0.00		37	1.44		0	0.00		0	0.00		0	0.00		0	0.00		970	37.80		19	0.74		0	0.00		3	0.12		13	0.51		0	0.00		1	0.04		1006	39.20		27	1.05		4	0.16		0	0.00		31	1.21		0	0.00		0	0.00		0	0.00		0	0.00		115	4.48		21	0.82		2	0.08		0	0.00		0	0.00		138	5.38		21	0.82		6	0.23		0	0.00		27	1.05		1	0.04		0	0.00		0	0.00		1	0.04		9	0.35		0	0.00		0	0.00		9	0.35		0	0.00		1	0.04		0	0.00		1	0.04		14	0.55		0	0.00		0	0.00		14	0.55		163	6.35		18	0.70		4	0.16		2	0.08		187	7.29		886	34.53		21	0.82		2	0.08		0	0.00		1	0.04		910	35.46		151	5.88		22	0.86		0	0.00		0	0.00		0	0.00		173	6.74		3	0.12		3	0.12		2566	96.72		87	3.28		2653	3.44
	Bicton		19	0.62		3	0.10		0	0.00		22	0.72		4	0.13		1	0.03		0	0.00		5	0.16		3	0.10		1	0.03		0	0.00		4	0.13		21	0.69		2	0.07		1	0.03		24	0.78		0	0.00		1	0.03		0	0.00		1	0.03		1408	45.97		11	0.36		0	0.00		4	0.13		7	0.23		0	0.00		0	0.00		1430	46.69		25	0.82		6	0.20		0	0.00		31	1.01		1	0.03		0	0.00		0	0.00		1	0.03		116	3.79		13	0.42		1	0.03		0	0.00		1	0.03		131	4.28		46	1.50		11	0.36		1	0.03		58	1.89		1	0.03		0	0.00		0	0.00		1	0.03		11	0.36		1	0.03		0	0.00		12	0.39		0	0.00		0	0.00		0	0.00		0	0.00		13	0.42		1	0.03		0	0.00		14	0.46		229	7.48		27	0.88		4	0.13		0	0.00		260	8.49		804	26.25		14	0.46		1	0.03		0	0.00		1	0.03		820	26.77		193	6.30		52	1.70		1	0.03		0	0.00		1	0.03		247	8.06		2	0.07		2	0.07		3063	96.29		118	3.71		3181	4.12
	Coogee Beach		9	0.43		2	0.09		0	0.00		11	0.52		8	0.38		3	0.14		0	0.00		11	0.52		1	0.05		0	0.00		0	0.00		1	0.05		12	0.57		0	0.00		0	0.00		12	0.57		2	0.09		1	0.05		0	0.00		3	0.14		770	36.51		8	0.38		1	0.05		1	0.05		8	0.38		2	0.09		1	0.05		791	37.51		11	0.52		2	0.09		0	0.00		13	0.62		0	0.00		0	0.00		0	0.00		0	0.00		125	5.93		16	0.76		0	0.00		0	0.00		0	0.00		141	6.69		17	0.81		2	0.09		0	0.00		19	0.90		0	0.00		0	0.00		0	0.00		0	0.00		5	0.24		0	0.00		0	0.00		5	0.24		0	0.00		0	0.00		0	0.00		0	0.00		15	0.71		0	0.00		0	0.00		15	0.71		109	5.17		10	0.47		2	0.09		0	0.00		121	5.74		829	39.31		10	0.47		2	0.09		0	0.00		1	0.05		842	39.92		115	5.45		8	0.38		0	0.00		0	0.00		1	0.05		124	5.88		0	0.00		0	0.00		2109	94.11		132	5.89		2241	2.90
	Coolbellup		5	0.41		2	0.17		0	0.00		7	0.58		1	0.08		0	0.00		0	0.00		1	0.08		1	0.08		0	0.00		0	0.00		1	0.08		6	0.50		0	0.00		0	0.00		6	0.50		3	0.25		0	0.00		0	0.00		3	0.25		204	16.89		2	0.17		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		207	17.14		4	0.33		0	0.00		0	0.00		4	0.33		0	0.00		0	0.00		0	0.00		0	0.00		85	7.04		3	0.25		0	0.00		0	0.00		0	0.00		88	7.28		9	0.75		0	0.00		0	0.00		9	0.75		0	0.00		0	0.00		0	0.00		0	0.00		10	0.83		0	0.00		1	0.08		11	0.91		0	0.00		1	0.08		0	0.00		1	0.08		15	1.24		1	0.08		1	0.08		17	1.41		46	3.81		6	0.50		3	0.25		1	0.08		56	4.64		696	57.62		6	0.50		0	0.00		0	0.00		1	0.08		703	58.20		77	6.37		16	1.32		0	0.00		1	0.08		0	0.00		94	7.78		0	0.00		0	0.00		1208	97.34		33	2.66		1241	1.61
